"","Kecemasan","GM","EmoWLE","AmanWLE","PV1MATH","PV2MATH","PV3MATH","PV4MATH","PV5MATH","PV6MATH","PV7MATH","PV8MATH","PV9MATH","PV10MATH","MATHMEAN"
"6808",2,3,-0.2746,0.6942,355.51,269.589,312.95,293.541,276.774,282.135,316.344,262.363,332.895,252.388,295.4489
"6810",1,3,-1.2992,-0.756,277.972,277.849,216.316,317.389,292.433,322.615,303.765,286.047,297.01,344.455,293.5851
"6811",1,3,-0.7252,1.1246,308.516,322.394,341.83,295.817,281.596,351.299,321.509,347.275,350.345,283.095,320.3676
"6812",2,2,0.25,-1.5326,414.959,432.287,434.565,418.379,403.004,401.35,417.545,392.473,402.708,406.986,412.4256
"6813",3,1,0.2367,-0.756,317.902,287.233,350.658,327.141,344.504,305.87,306.142,341.543,335.306,321.446,323.7745
"6814",2,3,-0.1154,-0.756,415.217,410.335,384.111,397.754,392.011,378.703,436.141,424.369,447.399,389.675,407.5715
"6815",3,3,0.3654,1.1246,334.899,346.46,355.905,371.124,346.422,360.85,372.245,319.915,309.35,313.95,343.112
"6816",1,2,-0.0238,1.1246,311.884,294.826,282.078,269.645,353.864,340.485,287.509,316.392,307.024,306.221,306.9928
"6817",2,3,0.8169,-0.756,438.654,470.09,464.638,403.137,432.947,457.791,433.895,452.33,464.243,449.341,446.7066
"6818",2,1,1.2728,0.2852,481.099,491.934,486.304,511.073,510.375,487.707,478.048,499.422,478.408,459.303,488.3673
"6820",1,2,0.1903,0.4417,346.152,380.366,372.471,374.509,350.352,325.698,323.92,352.628,365.407,355.888,354.7391
"6821",3,2,-0.5664,-0.756,576.302,553.633,575.828,597.677,614.242,606.992,605.253,606.326,604.414,563.642,590.4309
"6822",1,3,0.0972,1.1246,338.137,346.32,333.716,308.408,313.769,314.389,325.306,358.301,329.631,317.107,328.5084
"6824",2,3,-0.1772,1.1246,290.069,316.146,302.536,318.434,319.913,309.593,298.229,308.895,286.882,322.153,307.285
"6825",2,2,0.0136,1.1246,316.421,335.935,366.89,375.92,356.974,291.652,336.208,314.626,381.38,308.32,338.4326
"6827",1,3,-0.5222,-0.756,296.831,295.828,337.164,364.57,299.652,313.38,303.618,316.706,335.634,301.793,316.5176
"6829",2,1,1.555,0.6342,489.662,453.926,509.576,450.132,454.414,434.477,458.321,485.942,481.928,503.886,472.2264
"6831",2,3,-0.4259,1.1246,401.463,351.326,377.001,367.759,413.324,408.195,383.064,402.217,353.141,407.762,386.5252
"6832",2,2,-0.4713,-0.756,442.804,450.897,434.515,475.832,430.151,406.314,481.798,415.687,395.558,469.547,440.3103
"6833",2,2,-0.2345,0.2435,351.089,334.111,341.853,383.157,336.245,325.326,316.107,381.093,365.249,367.089,350.1319
"6834",2,3,0.0755,-0.756,304.386,316.663,358.007,319.814,341.862,282.203,329.638,349.859,373.526,351.712,332.767
"6836",2,3,-0.4312,-0.756,313.716,353.679,267.07,331.056,301.535,296.578,316.339,306.672,311.494,331.506,312.9645
"6837",1,2,-0.8188,0.1368,462.716,464.055,472.555,473.452,476.646,469.602,474.495,488.847,462.788,481.71,472.6866
"6838",2,3,-0.431,0.4417,395.263,354.282,412.883,370.107,341.384,354.663,342.072,350.585,350.435,368.43,364.0104
"6839",2,3,-0.1083,-0.756,433.108,417.043,485.613,484.568,444.205,433.392,433.767,447.757,447.264,425.791,445.2508
"6840",2,1,-0.004,-0.756,367.434,401.871,387.261,403.89,411.423,410.2,367.526,375.988,392.933,380.76,389.9286
"6841",1,1,0.5089,-0.756,353.384,344.991,401.7,377.333,379.099,354.797,339.466,383.579,380.622,342.655,365.7626
"6842",2,4,-0.014,1.1246,389.768,381.953,423.767,486.375,373.192,398.986,364.608,394.667,380.103,392.971,398.639
"6844",2,1,-0.4617,-1.7615,381.872,370.43,396.97,469.722,391.625,395.687,411.319,416.69,397.711,408.498,404.0524
"6845",2,2,-0.2391,-0.756,411.948,398.053,400.129,387.603,423.441,413.033,401.245,393.002,393.605,441.879,406.3938
"6846",3,2,0.5498,-0.756,491.583,510.286,478.202,467.171,480.751,499.545,466.368,505.069,469.943,473.639,484.2557
"6847",2,3,-0.5739,-1.1042,320.113,364.709,376.471,335.848,338.111,324.447,416.286,362.421,345.461,331.249,351.5116
"6848",2,3,-0.3274,-0.756,289.383,306.28,337.544,323.285,339.344,301.598,284.338,302.653,306.585,328.79,311.98
"6849",1,2,0.3383,1.1246,496.027,495.545,481.599,465.179,463.087,522.416,487.614,494.247,494.398,470.354,487.0466
"6851",2,3,-0.0824,-1.1042,383.846,437.829,448.414,414.923,391.836,423.643,428.422,430.376,429.33,389.97,417.8589
"6852",3,2,0.1298,-0.756,469.542,439.714,426.334,441.376,470.016,415.337,410.1,485.808,471.108,449.583,447.8918
"6853",2,3,-0.1679,-0.756,406.845,359.019,391.939,393.11,364.832,379.506,369.316,352.462,346.256,359.835,372.312
"6854",1,4,0.2054,0.4417,255.682,293.616,321.602,338.379,288.828,277.473,273.653,278.909,287.192,325.837,294.1171
"6855",3,2,0.5741,-0.756,520.244,540.128,511.361,512.81,518.615,537.078,502.412,522.202,501.212,524.137,519.0199
"6858",2,4,-0.7656,-0.756,417.87,403.171,364.366,390.212,347.844,382.069,407.688,391.729,380.03,405.305,389.0284
"6860",2,3,-0.0268,-0.756,411.245,440.077,404.835,416.684,387.338,417.419,425.897,453.483,446.356,448.18,425.1514
"6861",3,1,0.2016,1.1246,390.914,383.717,386.303,386.521,415.716,365.452,370.296,358.266,379.645,357.965,379.4795
"6862",2,4,-0.8729,1.1246,411.909,403.507,457.889,419.696,412.813,460.493,442.981,435.464,440.008,443.785,432.8545
"6863",2,3,0.8549,1.1246,350.758,380.854,378.659,380.845,398.458,356.259,402.46,374.46,371.608,374.065,376.8426
"6865",4,1,-0.6958,-0.756,383.393,357.447,379.774,357.78,370.413,374.535,370.705,407.767,393.336,353.446,374.8596
"6866",2,2,0.1128,-1.15,415.328,365.076,388.335,378.306,427.213,412.669,433.358,401.55,386.281,440.79,404.8906
"6870",1,1,-1.3254,-1.1042,471.704,471.672,488.095,467.742,421.289,505.678,461.316,511.653,440.92,492.315,473.2384
"6871",2,2,-2.1564,-0.756,425.198,431.657,420.308,451.971,422.688,445.288,417.523,441.617,438.673,466.277,436.12
"6875",3,3,0.7585,0.4836,291.079,325.069,316.473,331.741,354.134,284.698,341.906,297.182,330.898,331.082,320.4262
"6876",1,3,0.2297,-0.039,381.166,381.357,392.939,364.52,362.99,394.722,412.414,391.003,388.408,361.233,383.0752
"6878",1,2,-0.1071,-0.9021,455.495,463.688,440.53,470.521,420.037,476.756,486.026,413.92,466.43,453.207,454.661
"6879",2,3,-0.3073,0.4361,388.309,369.897,373.552,319.497,352.686,348.861,352.24,370.657,367.631,399.571,364.2901
"6880",2,2,0.4835,-0.756,342.93,381.33,346.142,334.627,342.8,357.39,380.28,302.791,341.506,324.521,345.4317
"6881",1,3,-0.0533,-0.756,356.998,334.367,343.436,297.428,286.32,282.468,327.323,325.556,339.956,346.94,324.0792
"6884",1,3,-0.1181,1.1246,399.114,376.058,381.129,390.61,400.51,438.955,399.921,392.904,373.424,387.841,394.0466
"6885",3,1,-0.0138,-0.756,442.754,430.101,442.236,421.596,384.167,431.09,427.636,411.919,411.225,427.251,422.9975
"6886",2,3,0.167,-0.756,328.918,319.174,346.986,308.649,314.459,324.111,348.172,380.27,327.12,314.987,331.2846
"6887",2,2,-0.5903,0.6942,272.254,275.858,245.573,251.978,273.657,272.208,280.465,252.112,226.806,278.03,262.8941
"6888",2,2,-0.504,0.4417,330.527,375.864,332.244,340.734,342.593,339.001,347.375,333.021,342.052,351.243,343.4654
"6890",2,3,0.4835,-0.756,242.195,263.45,262.588,265.188,266.76,245.99,317.931,242.378,247.529,290.467,264.4476
"6892",2,3,-0.4543,-0.756,361.94,427.642,336.357,409.28,378.058,353.109,381.548,345.503,412.141,365.618,377.1196
"6893",2,4,-1.6759,-0.756,389.813,369.538,410.723,343.351,389.78,353.976,363.04,362.508,369.06,341.298,369.3087
"6895",2,2,-0.3896,-0.756,433.243,503.674,456.3,481.101,503.398,456.691,512.975,461.1,485.942,494.78,478.9204
"6896",1,2,0.4296,-1.1042,308.861,309.166,303.421,324.196,320.706,300.639,344.008,323.626,318.533,331.122,318.4278
"6897",4,4,1.0632,0.1798,429.609,479.826,496.962,447.308,468.099,433.334,486.967,450.027,464.986,402.557,455.9675
"6900",2,3,0.6148,-0.756,366.385,407.454,392.414,407.467,399.207,367.393,373.04,407.89,390.501,410.757,392.2508
"6901",2,3,0.0426,-1.6613,368.036,301.245,357.325,323.425,354.5,363.962,328.85,268.102,306.626,331.326,330.3397
"6902",2,3,0.1063,1.1246,334.746,383.406,360.458,362.49,381.42,380.66,316.244,390.337,361.422,384.307,365.549
"6903",2,3,-2.5274,-1.7615,337.46,343.328,374.168,298.29,348.766,313.986,282.859,315.441,269.442,327.832,321.1572
"6905",1,2,0.52,-0.756,360.535,345.627,310.36,307.505,360.837,348.885,363.801,372.501,382.076,339.683,349.181
"6906",2,3,-0.5647,-0.756,383.077,353.827,351.594,293.551,366.668,348.818,298.132,390.667,374.892,347.075,350.8301
"6907",3,3,0.0264,-0.756,486.892,453.965,484.695,481.38,468.228,431.875,446.735,453.678,430.94,468.851,460.7239
"6909",2,2,-0.4637,1.1246,455.699,445.825,397.311,425.449,439.849,422.286,403.145,415.615,384.503,434.412,422.4094
"6911",2,2,-1.8062,-1.1042,461.842,437.038,445.288,426.356,448.133,440.006,457.264,440.453,444.494,414.207,441.5081
"6912",1,4,-0.8649,0.0877,377.76,389.039,422.784,429.958,410.42,383.131,382.146,388.174,407.992,380.911,397.2315
"6913",2,3,-0.7874,-0.756,495.254,442.374,456.397,451.039,418.325,465.007,466.411,421.803,425.725,452.07,449.4405
"6915",1,3,0.6048,-0.756,233.555,282.551,278.547,200.043,296.279,312.187,265.651,263.276,267.754,254.563,265.4406
"6916",3,3,0.7393,-0.756,290.546,328.9,277.824,314.574,347.551,290.98,303.212,332.601,328.741,301.01,311.5939
"6917",3,3,0.3575,-1.1042,334.962,415.755,385.045,359.428,398.675,360.35,363.651,370.688,359.432,362.87,371.0856
"6918",3,2,0.7543,-1.1042,303.286,303.115,304.033,329.247,331.202,279.717,312.299,342.163,280.042,279.372,306.4476
"6920",2,3,-0.0603,1.1246,372.224,364.698,371.077,394.408,397.578,397.167,390.282,393.774,404.969,391.864,387.8041
"6923",1,1,-1.0808,-0.756,486.146,412.439,468.58,480.531,517.246,481.106,459.464,450.321,478.92,465.282,470.0035
"6924",2,3,-2.2654,-0.0918,524.411,474.59,463.808,510.429,485.165,525.674,481.832,500.41,495.719,518.618,498.0656
"6925",2,3,-1.119,0.2852,356.255,318.639,329.363,336.864,347.494,334.964,326.693,359.746,312.787,374.956,339.7761
"6926",3,4,-0.0557,1.1246,546.256,543.117,518.303,550.43,513.742,515.282,533.974,546.342,536.712,533.391,533.7549
"6927",2,2,-0.0988,-0.756,384.056,343.542,364.349,355.816,393.503,404.409,330.629,347.897,345.293,352.834,362.2328
"6928",2,2,-0.4873,0.3308,403.098,390.289,414.4,410.392,443.408,406.228,453.992,372.262,399.555,410.369,410.3993
"6929",2,4,2.2013,0.1413,410.026,468.692,445.375,445.154,450.615,450.44,481.869,445.624,452.693,478.325,452.8813
"6930",2,2,-0.0505,-0.756,438.925,518.35,487.515,477.037,508.675,446.22,481.533,469.278,460.251,448.496,473.628
"6931",3,3,0.0821,0.2852,336.856,248.455,312.606,359.308,357.77,390.097,301.645,343.935,305.347,342.146,329.8165
"6933",1,2,-0.413,-0.756,452.604,452.838,468.575,499.789,443.277,486.791,459.845,464.743,475.775,445.231,464.9468
"6935",1,2,-0.6591,-0.756,489.737,464.926,456.467,498.476,421.931,449.65,491.887,499.62,508.698,477.682,475.9074
"6936",1,1,0.2565,-0.039,551.705,518.25,535.2,559.09,533.785,558.033,530.309,541.024,556.781,542.083,542.626
"6937",2,2,-0.2034,-0.756,349.989,434.926,386.403,452.284,402.464,419.157,393.428,433.829,369.635,369.886,401.2001
"6938",1,2,-1.0573,1.1246,549.159,523.49,515.588,514.059,584.457,546.067,535.824,533.502,544.772,543.766,539.0684
"6939",1,3,-0.0743,-1.1042,466.505,454.678,456.433,462.279,462.815,431.806,462.326,460.232,473.377,455.751,458.6202
"6940",3,3,-1.356,-0.0323,484.915,460.881,483.129,461.435,472.432,492.405,480.757,438.796,488.057,455.671,471.8478
"6942",2,3,-0.0742,-0.756,406.596,390.128,374.152,371.537,395.848,407.027,372.95,349.874,378.934,370.655,381.7701
"6945",2,2,1.5605,-0.756,406.142,446.642,415.456,413.316,398.355,404.257,447.641,382.733,389.808,418.308,412.2658
"6946",3,2,-0.65,1.1246,423.034,435.439,429.042,461.138,444.905,489.798,442.193,448.111,452.571,437.273,446.3504
"6947",2,3,0.7618,-0.756,341.456,286.54,420.743,353.943,387.915,360.767,400.331,430.612,374.754,339.795,369.6856
"6949",2,2,-0.1769,-0.756,430.952,509.676,478.023,474.286,449.297,435.203,444.33,484.213,498.037,473.577,467.7594
"6950",2,3,-0.2491,-0.756,386.959,381.698,418.186,398.334,397.979,408.444,403.547,402.885,378.41,397.577,397.4019
"6951",1,3,-2.7649,-0.0918,373.699,358.395,310.686,311.961,360.603,316.274,361.015,333.537,354.208,338.789,341.9167
"6952",2,2,-0.4885,-0.756,356.489,307.748,343.28,350.963,367.558,398.572,330.893,324.288,355.591,305.027,344.0409
"6953",2,2,-0.0216,-0.756,334.275,358.656,329.209,351.691,362.631,353.434,334.965,357.539,369.711,386.173,353.8284
"6954",1,4,-0.1627,0.4417,391.435,401.914,400.167,374.574,366.305,395.681,408.815,415.093,387.507,372.458,391.3949
"6955",2,3,-0.2117,-0.756,504.992,465.449,490.289,460.709,461.974,428.529,473.088,492.806,447.188,505.492,473.0516
"6956",3,2,0.6019,1.1246,511.373,510.201,507.776,504.793,497.491,504.615,496.858,487.38,511.888,497.558,502.9933
"6957",3,3,0.4777,-0.756,413.727,430.18,514.637,503.294,453.363,403.393,462.028,444.149,471.893,477.786,457.445
"6959",2,3,0.4234,-0.756,357.263,362.018,374.902,352.579,383.202,332.847,371.624,337.317,355.646,356.437,358.3835
"6960",1,2,-2.0283,-0.756,468.981,522.435,503.463,501.525,484.673,470.166,520.164,460.747,481.191,469.242,488.2587
"6961",3,2,0.3958,0.1368,495.355,488.27,487.784,461.958,446.09,456.756,473.493,420.604,495.1,482.763,470.8173
"6962",2,3,-0.6341,-0.0918,349.382,347.86,325.758,310.799,301.619,337.604,336.4,319.367,306.599,312.212,324.76
"6963",1,1,-0.1279,-0.756,303.859,333.971,336.352,373.103,362.628,375.942,304.4,351.551,299.494,332.72,337.402
"6964",2,1,0.3518,-1.1042,522.549,472.538,520.895,516.486,519.355,474.761,515.171,512,535.553,482.439,507.1747
"6965",3,1,-0.3305,-1.1042,368.885,346.146,379.738,386.427,330.717,318.599,369.21,359.968,352.837,352.763,356.529
"6966",2,2,-0.7995,-0.756,356.37,332.27,336.141,334.48,343.541,372.888,357.976,351.381,382.214,328.434,349.5695
"6967",2,4,-1.4714,1.1246,441.726,401.976,381.635,441.871,413.032,411.981,405.754,463.59,416.049,384.128,416.1742
"6968",2,2,-0.47,-0.756,453.681,417.704,443.136,442.301,460.426,432.219,430.17,439.737,456.702,461.912,443.7988
"6969",3,2,0.1482,-0.756,377.004,352.054,372.551,334.873,366.79,334.339,372.49,348.83,332.834,380.464,357.2229
"6970",1,3,-0.7881,-0.756,332.236,301.971,337.092,310.582,366.491,331.06,342.593,353.225,324.701,289.089,328.904
"6971",1,2,-0.6129,-1.3019,572.519,574.216,517.749,556.811,549.832,587.932,570.593,583.558,537.943,606.206,565.7359
"6972",2,4,0.1303,1.1246,316.237,326.225,311.16,325.996,359.643,363.47,336.04,329.58,278.974,292.803,324.0128
"6973",2,3,-0.8834,-0.756,458.559,428.305,469.297,454,493.12,458.128,428.938,432.393,454.929,485.799,456.3468
"6974",2,3,-0.7941,0.2852,339.723,322.631,303.469,305.955,299.636,335.345,313.639,314.591,355.031,292.054,318.2074
"6975",3,1,-0.4403,1.1246,370.066,358.303,373.158,358.029,372.236,349.792,362.352,383.892,356.457,344.861,362.9146
"6977",1,1,-0.142,1.1246,433.225,448.118,412.566,435.482,415.203,416.761,427.416,419.792,434.923,370.667,421.4153
"6978",2,3,0.0056,1.1246,325.468,332.757,298.998,299.78,340.297,337.502,371.167,353.173,296.452,355.591,331.1185
"6979",3,3,-0.3972,0.4417,252.792,298.158,283.647,274.817,283.851,234.941,266.335,229.917,301.134,263.851,268.9443
"6980",2,3,-0.7656,-0.756,440.772,412.366,431.253,409.704,409.617,387.768,404.896,444.01,443.382,414.795,419.8563
"6981",3,2,0.5376,1.1246,503.175,441.06,442.198,465.818,421.079,460.759,418.985,455.206,431.008,442.028,448.1316
"6983",2,1,-0.9353,0.4836,341.035,345.329,353.043,339.704,349.882,351.172,375.309,328.342,374.756,342.999,350.1571
"6984",2,1,-0.289,1.1246,305.408,330.734,315.169,343.066,279.197,340.659,249.53,318.65,324.822,279.115,308.635
"6985",1,3,-0.6576,-0.756,236.398,227.179,265.266,255.885,234.374,207.111,228.316,240.659,233.923,220.897,235.0008
"6986",3,2,-0.0259,-0.756,298.686,357.376,344.416,312.794,320.549,281.736,219.245,304.597,307.53,343.086,309.0015
"6988",2,4,-0.7397,-0.756,284.152,330.994,300.137,336.423,325.871,286.362,278.682,302.599,302.565,283.268,303.1053
"6989",2,3,-0.2359,-0.756,358.224,361.446,399.952,351.804,342.083,327.384,375.774,348.437,373.446,367.664,360.6214
"6991",3,3,-0.6385,-0.756,364.268,350.065,340.565,300.742,380.824,347.908,379.518,327.059,363.327,299.227,345.3503
"6993",2,2,0.8647,-0.756,375.626,316.338,392.704,330.207,361.373,341.56,351.362,396.225,366.059,394.309,362.5763
"6995",1,3,-0.2376,1.1246,290.114,294.876,292.979,306.712,322.108,259.008,303.677,305.639,310.15,271.957,295.722
"6996",2,2,-0.2851,-0.756,420.8,436.849,431.678,423.754,426.28,479.079,431.578,412.999,418.94,430.656,431.2613
"6997",1,3,2.2071,-0.756,297.046,269.875,349.057,294.652,291.84,325.478,342.793,305.643,337.351,306.922,312.0657
"6998",2,4,0.7656,0.6342,363.669,369.051,351.519,387.261,414.929,364.888,379.242,374.903,352.567,353.163,371.1192
"6999",4,3,0.629,-0.0509,424.877,451.466,434.588,473.591,432.428,455.759,441.548,402.362,439.996,440.491,439.7106
"7000",3,2,0.4163,-0.756,566.867,555.856,553.032,548.748,576.49,548.872,530.279,582.156,600.868,590.142,565.331
"7001",3,3,-0.2481,0.4836,426.049,370.988,355.221,392.812,392.999,407.103,372.707,407.818,429.515,411.087,396.6299
"7002",2,3,-0.2266,-1.7615,356.601,346.103,321.11,361.411,363.396,337.778,381.48,329.834,322.979,348.639,346.9331
"7003",1,2,-0.6122,-0.9021,354.368,317.664,274.185,312.637,275.048,316.664,321.223,314.682,321.682,309.452,311.7605
"7004",2,2,-0.3215,-0.039,394.522,360.827,446.634,428.809,391.966,396.259,394.677,396.762,343.367,362.833,391.6656
"7006",2,3,0.3637,-1.4248,289.603,265.875,303.016,268.27,323.481,310.403,287.317,277.079,297.095,267.135,288.9274
"7007",4,3,0.5954,1.1246,305.761,286.914,355.606,268.928,337.037,334.619,292.661,287.419,340.726,350.398,316.0069
"7008",3,3,-0.6269,0.4836,381.007,380.998,378.303,389.988,424.929,353.131,356.316,367.194,375.94,406.299,381.4105
"7009",2,3,2.4433,0.6342,402.682,357.303,406.434,377.734,384.849,370.584,309.907,394.877,358.593,392.182,375.5145
"7010",2,2,-0.7836,-0.0918,460.756,437.803,475.215,426.346,426.972,415.041,375.52,438.457,446.545,413.664,431.6319
"7011",3,3,2.5238,0.3221,493.721,436.751,470.797,430.776,476.003,487.781,486.939,467.916,482.791,436.696,467.0171
"7012",2,3,-0.9881,-1.4286,419.91,397.119,379.294,393.753,414.76,436.69,401.748,411.252,434.208,418.096,410.683
"7013",2,3,-0.4193,1.1246,302.131,354.551,334.085,335.858,333.912,281.702,305.115,299.795,315.197,277.817,314.0163
"7014",1,2,0.8518,-0.756,356.203,397.309,392.819,332.744,393.869,355.426,335.293,367.508,375.089,351.047,365.7307
"7016",1,3,0.4432,-0.756,360.935,384.608,365.814,326.787,384.669,351.581,356.078,338.83,350.093,362.818,358.2213
"7017",1,3,-1.3956,-0.756,357.655,294.31,329.636,361.325,308.816,349.978,333.403,306.217,355.462,352.951,334.9753
"7019",2,3,0.3632,0.4417,346.124,415.576,342.89,380.564,367.402,360.972,410.095,330.971,343.529,378.22,367.6343
"7020",1,2,-1.4023,-1.422,345.052,385.53,392.85,354.206,365.792,379.595,369.288,351.911,403.675,334.257,368.2156
"7021",3,3,0.0041,-0.756,305.834,315.618,261.573,350.455,321.277,319.364,268.487,263.703,289.619,320.667,301.6597
"7022",1,1,2.8714,-0.756,397.242,328.971,389.007,339.317,356.259,400.118,412.516,393.466,421.049,366.32,380.4265
"7023",2,3,0.0784,-0.756,404.497,432.151,411.088,403.695,381.887,408.756,425.167,418.428,372.494,418.628,407.6791
"7024",1,3,-0.9019,0.4836,358.571,350.343,335.173,366.283,335.021,323.799,394.386,323.411,355.071,357.635,349.9693
"7026",1,4,-1.4837,-0.3481,354.514,341.668,356.617,327.3,300.237,343.596,306.648,352.581,303.104,353.395,333.966
"7027",2,3,-0.6959,-0.756,280.374,303.375,282.191,300.695,269.758,292.633,323.432,331.713,308.595,295.792,298.8558
"7029",2,2,0.4057,-0.756,488.125,514.937,528.225,507.897,487.305,493.981,500.97,472.947,492.425,434.184,492.0996
"7030",2,3,0.2842,1.1246,429.192,421.3,422.591,422.015,440.447,400.855,402.381,421.986,421.334,432.656,421.4757
"7031",2,2,0.3851,-0.756,416.581,475.611,448.898,453.938,422.328,462.603,464.772,442.057,454.954,447.009,448.8751
"7033",2,2,0.2206,1.1246,319.986,386.753,382.437,372.372,352.851,356.991,388.906,361.878,384.934,335.287,364.2395
"7034",2,3,-0.039,0.4417,331.653,342.43,378.449,360.108,349.316,376.957,345.038,336.056,381.096,361.489,356.2592
"7036",2,3,-0.4885,-0.756,447.847,419.048,444.037,414.62,377.248,431.117,423.078,399.096,373.196,428.162,415.7449
"7037",2,3,-0.9298,-0.756,296.727,379.22,323.579,362.666,299.065,318.358,362.475,317.862,329.648,381.358,337.0958
"7038",2,2,-0.7539,1.1246,368.386,395.521,405.264,390.535,419.913,403.437,429.398,400.497,351.964,428.887,399.3802
"7039",1,2,-0.4478,1.1246,287.578,346.203,285.578,302.598,312.182,305.681,265.815,265.442,324.218,292.528,298.7823
"7041",3,1,-0.0368,-1.1042,345.221,339.996,322.051,360.093,383.107,357.941,326.66,341.479,322.225,368.552,346.7325
"7042",2,3,-0.3408,-0.756,463.012,411.835,381.505,391.463,416.211,442.436,395.854,388.679,430.382,436.29,415.7667
"7043",2,3,0.6897,-0.756,518.739,469.65,498.497,499.959,502.492,520.972,512.649,550.184,521.408,536.747,513.1297
"7044",2,2,0.1203,-0.756,507.446,486.622,515.243,500.865,512.379,517.477,521.969,521.612,516.285,517.161,511.7059
"7046",1,2,0.4063,-0.756,299.658,341.873,288.719,316.961,371.619,328.803,320.772,309.735,323.928,340.527,324.2595
"7047",2,3,-0.5308,-0.756,444.524,404.464,411.398,402.365,433.626,401.127,420.499,446.644,434.503,510.165,430.9315
"7048",1,2,-0.9494,-1.3894,461.84,436.602,425.493,484.676,441.268,473.64,472.072,465.888,406.44,426.713,449.4632
"7049",1,2,-0.4815,-0.756,328.509,355.696,325.886,351.155,360.659,348.272,328.5,340.422,310.203,359.04,340.8342
"7050",3,2,0.6541,-1.4461,418.77,394.301,419.799,352.093,357.409,399.991,350.769,440.681,408.249,396.631,393.8693
"7051",2,3,-0.5105,-0.756,379.974,373.581,413.034,363.373,388.16,373.996,392.528,360.462,421.806,417.777,388.4691
"7052",2,2,-0.0417,-0.756,375.509,361.816,357.114,407.69,425.1,366.673,405.447,434.199,355.871,408.131,389.755
"7054",2,3,-0.4321,-0.756,324.927,340.698,360.004,344.671,312.961,340.979,319.687,337.805,357.79,290.533,333.0055
"7056",2,3,-0.5089,-0.756,376.929,417.899,407.435,393.849,421.437,402.011,355.422,337.318,372.302,402.007,388.6609
"7057",2,3,-0.2752,-0.756,510.664,514.935,524.45,520.088,507.534,526.841,551.928,486.068,539.413,568.619,525.054
"7058",2,2,-0.5485,-0.756,508.139,550.34,499.19,555.162,569.522,570.279,508.106,540.1,498.429,537.291,533.6558
"7059",4,2,0.4394,0.3221,305.463,264.811,241.892,311.166,313.661,274.042,264.363,270.677,236.793,309.016,279.1884
"7060",2,3,1.4411,0.4836,350.732,323.66,342.157,370.012,359.997,378.76,369.832,325.61,390.624,325.305,353.6689
"7062",3,3,0.3527,-0.756,283.273,255.955,328.526,284.653,279.832,313.498,334.399,333.158,344.459,285.664,304.3417
"7064",1,2,-0.9809,1.1246,598.318,594.085,593.288,606.929,568.978,594.959,583.296,583.891,589.201,593.951,590.6896
"7066",2,2,0.4397,0.6942,409.186,382.072,409.062,405.414,384.39,418.515,402.05,386.651,411.355,400.821,400.9516
"7067",1,3,-1.996,1.1246,478.848,494.874,485.383,432.728,460.677,496.927,471.302,480.28,458.246,485.916,474.5181
"7068",1,2,-0.4994,-0.756,380.694,382.415,390.873,375.51,350.671,436.597,418.542,352.266,398.395,386.705,387.2668
"7069",1,1,-0.7609,0.6942,412.991,391.117,379.625,389.681,401.351,402.111,428.894,376.739,420.536,374.494,397.7539
"7071",2,2,-0.083,-0.756,386.187,456.346,429.683,451.882,466.174,428.452,438.303,435.23,450.006,443.004,438.5267
"7072",2,3,-0.6797,-0.756,334.333,361.669,372.472,315.301,381.874,358.973,403.324,303.011,368.91,351.913,355.178
"7073",4,3,-0.2868,-1.5584,411.711,325.559,429.201,330.586,369.258,354.167,337.507,390.943,358.017,360.065,366.7014
"7074",2,2,-0.522,-0.756,390.877,379.693,347.831,404.946,395.579,385.011,398.797,408.32,376.31,349.557,383.6921
"7075",3,3,0.2103,-1.1042,371.303,351.616,319.086,289.498,348.896,350.227,329.327,302.565,325.326,354.168,334.2012
"7077",2,3,-0.4621,-0.756,307.867,351.747,326.347,363.851,350.312,330.412,358.514,362.442,349.098,341.239,344.1829
"7078",1,4,0.1163,1.1246,374.697,381.827,353.297,371.801,356.36,389.423,408.964,406.84,419.189,383.24,384.5638
"7080",2,4,0.3943,1.1246,397.408,390.678,440.906,415.465,394.097,419.337,435.53,389.155,369.631,408.163,406.037
"7081",4,3,-0.1174,-0.756,397.476,425.217,405.338,352.89,416.526,395.208,388.896,374.563,366.615,331.971,385.47
"7083",2,2,-0.405,1.1246,372.905,355.915,375.834,316.499,378.858,387.971,342.618,322.993,377.472,386.046,361.7111
"7084",1,3,-0.378,-1.1042,360.143,403.576,413.203,376.867,398.338,385.064,375.448,357.573,385.174,413.181,386.8567
"7085",4,1,2.9396,1.1246,333.107,309.774,319.839,322.973,274.965,285.596,322.654,322.609,345.632,320.58,315.7729
"7086",2,3,0.1649,-2.7886,337.846,241.029,306.874,273.697,274.481,342.377,247.124,299.409,274.648,309.872,290.7357
"7089",2,2,0.1077,-0.756,371.049,317.723,358.233,323.916,352.11,353.653,351.03,357.474,311.133,326.183,342.2504
"7091",2,2,-0.5295,1.1246,364.517,345.219,361.212,325.767,359.899,395.046,365.349,344.56,354.035,305.988,352.1592
"7092",2,3,1.9702,0.1368,379.515,394.502,406.019,390.503,390.807,373.246,390.223,372.632,432.145,375.028,390.462
"7093",2,2,0.4209,0.6942,376.572,371.395,378.473,376.852,330.101,356.332,376.749,356.712,324.213,341.958,358.9357
