"","Kecemasan","GM","EmoWLE","AmanWLE","PV1MATH","PV2MATH","PV3MATH","PV4MATH","PV5MATH","PV6MATH","PV7MATH","PV8MATH","PV9MATH","PV10MATH","MATHMEAN"
"1993",2,2,-0.1051,-0.756,410.512,392.412,395.924,391.685,422.133,405.173,414.446,413.066,390.601,396.861,403.2813
"1994",2,2,0.336,0.6942,475.991,433.206,396.467,434.285,428.098,452.006,448.972,476.873,469.725,452.134,446.7757
"1996",2,1,-0.3296,-0.0918,286.333,270.417,292.263,319.909,289.921,333.533,280.491,320.542,262.783,278.417,293.4609
"1997",3,3,0.8569,-0.756,330.203,321.854,306.946,308.945,371.328,344.336,337.433,354.802,340.805,344.834,336.1486
"1999",2,3,0.7694,-0.756,317.151,329.769,296.493,324.062,312.099,311.526,304.461,343.175,294.259,306.495,313.949
"2000",1,4,-0.5996,0.4836,292.215,335.516,416.705,316.785,302.524,327.455,307.848,335.024,409.555,336.331,337.9958
"2004",1,3,-2.6371,-0.0918,466.121,404.023,364.759,417.625,400.833,442.097,366.42,402.466,376.357,392.387,403.3088
"2005",2,3,-0.0259,-0.756,321.195,288.418,269.479,322.328,254.014,294.774,303.658,309.157,310.342,269.228,294.2593
"2006",2,3,0.2011,-0.756,389.188,393.713,340.442,360.88,406.494,391.087,378.642,366.918,399.958,366.322,379.3644
"2007",2,2,0.9525,0.4417,439.833,405.48,371.884,406.785,388.309,390.493,409.325,407.87,378.772,373.059,397.181
"2008",2,3,0.1676,0.2435,309.863,330.699,313.987,296.674,278.944,326.443,330.895,296.799,304.452,276.248,306.5004
"2009",2,2,0.0786,-1.1042,374.511,357.542,341.962,392.49,347.5,385.867,390.243,378.376,307.789,332.62,360.89
"2010",2,3,0.1892,-0.756,462.493,466.439,432.594,440.458,462.974,450.315,428.131,450.009,467.974,426,448.7387
"2011",2,3,-0.4305,-1.1042,441.784,477.422,447.272,460.744,465.773,492.656,437.34,442.931,498.481,498.604,466.3007
"2012",2,3,-0.3396,-1.3934,480.856,427.65,489.999,474.383,479.464,504.074,443.729,465.661,513.408,493.633,477.2857
"2013",3,3,0.0035,-1.3337,371.589,397.783,327.156,346.068,374.408,363.325,397.274,326.358,382.569,384.89,367.142
"2014",2,3,-0.658,-0.756,442.953,437.009,449.628,404.789,460.505,421.932,429.773,387.942,434.455,434.108,430.3094
"2015",3,2,0.0826,-0.756,447.387,534.521,455.415,483.933,474.041,474.613,508.886,481.899,494.68,498.387,485.3762
"2016",2,3,-0.0028,-0.756,342.925,358.092,340.724,361.398,300.484,348.729,338.872,339.48,329.02,349.426,340.915
"2017",3,2,-0.3919,-0.756,460.21,444.881,440.408,451.486,476.195,447.135,450.236,438.993,481.849,443.753,453.5146
"2018",2,2,-2.8606,-0.756,410.847,412.678,411.947,392.449,361.929,365.791,396.775,448.234,421.233,436.415,405.8298
"2019",2,3,-0.4148,-0.0918,375.273,382.506,382.049,424.642,372.333,353.671,402.251,369.781,359.712,427.07,384.9288
"2020",2,3,0.9018,-0.756,522.5,585.218,536.441,581.592,574.953,548.654,541.297,540.839,595.667,542.005,556.9166
"2021",3,3,-0.6174,-0.756,353.503,363.607,354.099,333.067,378.102,351.811,301.273,314.883,312.927,369.521,343.2793
"2023",2,2,-0.7047,-0.756,508.16,500.447,503.842,501.277,541.353,540.106,548.197,560.245,536.195,534.116,527.3938
"2024",2,3,-0.8102,-0.756,364.198,381.015,350.571,330.139,360.361,390.718,346.475,404.739,354.436,370.189,365.2841
"2025",2,2,0.774,-0.756,388.175,411.983,395.863,391.218,368.585,377.415,391.406,375.503,395.66,358.562,385.437
"2026",2,3,-0.7131,-0.756,383.333,368.397,399.451,388.867,407.354,373.392,404.943,316.753,363.916,374.781,378.1187
"2027",1,2,0.1489,-0.756,383.529,378.862,385.815,351.12,396.868,364.96,342.835,402.87,390.319,413.44,381.0618
"2028",2,3,0.0398,-0.756,405.7,397.7,420.95,446.19,391.064,327.937,430.743,420.133,438.24,429.623,410.828
"2029",2,3,-0.2114,1.1246,402.19,365.918,351.312,296.366,340.411,297.887,322.042,293.757,319.455,382.295,337.1633
"2030",2,3,-0.5732,1.1246,296.037,317.566,309.273,319.652,296.604,309.252,302.435,330.911,298.146,313.943,309.3819
"2031",2,3,-0.4713,-0.756,355.221,334.927,365.538,356.951,341.71,352.476,339.566,303.793,295.427,312.405,335.8014
"2032",1,2,-1.0704,-1.1042,454.763,448.533,458.01,511.004,468.989,439.679,487.92,473.161,495.872,447.033,468.4964
"2033",1,3,-0.174,-0.756,345.065,335.555,348.522,302.514,305.207,314.717,352.125,320.794,302.72,305.478,323.2697
"2034",2,3,-0.3774,0.4417,307.545,330.771,311.701,324.699,288.758,265.651,291.232,292.581,249.289,298.591,296.0818
"2035",2,1,0.5063,-0.756,335.095,322.095,375.47,355.008,369.195,353.53,276.566,324.705,322.5,359.239,339.3403
"2036",2,3,0.1378,-0.756,284.609,355.846,283.975,335.711,366.777,364.459,331.505,292.323,298.949,331.969,324.6123
"2037",2,2,-0.4698,1.1246,546.474,510.472,496.421,518.475,533.301,555.281,513.93,499.004,500.882,496.72,517.096
"2038",2,3,-0.4692,1.1246,315.707,267.877,347.324,313.943,275.537,316.32,274.331,320.443,343.259,285.092,305.9833
"2040",2,3,-0.1432,-0.0918,407.837,360.299,405.248,396.722,338.966,400.461,372.698,384.487,363.183,372.506,380.2407
"2041",1,1,-0.2975,-0.756,474.279,435.573,483.497,449.271,482.847,471.17,457.877,425.987,459.484,471.715,461.17
"2046",2,3,0.0655,-0.756,342.949,345.088,372.285,338.835,395.381,358.525,350.474,375.481,403.075,375.844,365.7937
"2048",1,1,1.5121,-0.756,260.222,350.448,316.549,289.123,320.435,332.906,251.716,320.147,305.964,324.06,307.157
"2049",2,4,0.1783,0.6342,361.594,343.123,380.19,365.871,333.222,370.463,333.748,372.409,363.594,369.529,359.3743
"2050",2,3,-0.7776,-1.1042,462.675,495.034,469.266,484.296,488.422,496.91,477.016,489.26,507.224,477.326,484.7429
"2051",2,3,0.4435,1.1246,322.354,355.448,352.621,309.748,317.046,355.773,370.289,333.01,317.807,360.58,339.4676
"2052",1,2,-0.4286,-1.1042,294.222,312.277,350.298,356.738,304.723,322.848,326.79,321.229,305.081,353.981,324.8187
"2053",2,3,-0.6316,0.0877,422.387,362.392,446.698,447.656,417.118,432.819,415.163,448.93,462.07,432.142,428.7375
"2054",2,3,-0.8556,0.2852,366.64,393.289,342.331,384.039,373.129,368.284,410.746,382.352,352.93,384.116,375.7856
"2055",2,3,0.779,-0.756,374.889,410.781,412.652,380.822,367.685,404.766,412.314,384.258,391.612,380.882,392.0661
"2057",1,2,0.8,1.1246,377.374,391.377,363.575,326.347,338.586,349.53,379.262,347.597,363.488,405.245,364.2381
"2058",2,3,-0.0863,-0.756,376.84,401.604,415.502,399.251,356.666,407.619,376.042,365.172,350.711,431.551,388.0958
"2059",2,1,-0.2732,1.1246,418.312,430.017,383.187,395.981,394.492,401.683,417.446,406.296,367.956,412.693,402.8063
"2060",2,3,-0.5093,-0.756,470.33,489.543,503.123,499.656,464.696,452.271,475.452,482.765,460.07,479.696,477.7602
"2061",2,3,-0.8831,-0.756,310.621,329.223,304.551,298.067,359.646,327.873,319.512,308.543,343.01,324.957,322.6003
"2062",2,3,0.5241,-0.756,373.448,390.374,393.887,377.188,407.214,361.785,357.215,348.065,354.484,359.425,372.3085
"2063",2,3,-0.2973,1.1246,300.534,314.449,331.861,321.416,329.733,335.927,371.898,328.483,324.723,305.081,326.4105
"2064",1,3,0.3389,0.4417,459.777,447.301,402.308,454.385,464.553,397.009,452.158,400.602,440.431,433.409,435.1933
"2065",2,3,-0.1024,0.1798,330.68,309.914,320.517,284.684,334.86,265.835,283.744,317.517,304.587,363.139,311.5477
"2066",2,2,-0.6485,-0.756,459.207,431.394,485.67,482.694,477.901,470.234,490.068,479.573,490.326,508.096,477.5163
"2067",2,3,-0.0912,-1.1042,335.91,387.29,388.315,381.22,359.15,356.628,354.413,384.492,384.767,427.253,375.9438
"2068",1,4,-0.144,0.4417,514.313,488.813,468.777,463.695,515.117,517.138,474.994,480.208,469.365,479.935,487.2355
"2069",2,4,-1.7703,-0.039,389.675,408.85,415.293,367.719,367.218,403.599,387.365,383.217,372.403,397.329,389.2668
"2070",3,2,-0.3844,1.1246,440.362,473.632,505.673,459.09,471.293,491.586,485.907,505.314,474.162,430.06,473.7079
"2071",3,1,0.3221,-0.756,366.413,328.506,375.592,335.436,311.38,335.139,338.333,331.723,354.759,357.009,343.429
"2072",2,2,-0.3771,-0.756,249.911,307.798,271.201,276.029,275.16,290.748,286.091,289,276.851,302.444,282.5233
"2073",2,1,-1.6419,0.4836,295.094,248.67,296.512,317.937,297.502,328.803,281.805,272.546,341.887,313.004,299.376
"2074",2,3,-0.3551,-1.9603,393.83,399.526,367.473,333.663,363.692,395.261,411.367,387.056,412.501,412.013,387.6382
"2075",1,3,0.0189,1.1246,504.594,446.65,529.12,492.134,476.525,501.363,470.028,446.157,468.034,487.996,482.2601
"2076",3,3,0.4466,0.6942,343.65,370.176,358.491,340.987,385.262,335.163,358.852,352.192,361.269,367.645,357.3687
"2078",2,3,0.2515,0.6942,297.062,288.629,354.206,365.15,312.146,317.97,337.849,293.182,284.734,303.648,315.4576
"2079",1,1,0.5741,1.1246,339.452,346.509,292.459,311.101,290.084,277.187,325.534,290.297,294.941,330.412,309.7976
"2080",1,3,-0.6922,-0.756,423.271,414.53,442.637,424.85,435.254,420.853,441.904,438.885,459.476,448.84,435.05
"2081",1,2,-0.5152,1.1246,427.862,428.74,373.008,436.769,459.095,433.989,382.883,428.84,387.39,389.689,414.8265
"2082",2,2,-0.0837,-0.756,415.339,423.802,410.089,434.548,411.931,468.527,439.724,436.371,431.203,409.695,428.1229
"2083",1,3,-1.7232,-1.1042,301.289,286.852,278.344,270.065,301.443,294.037,288.534,343.897,289.06,309.166,296.2687
"2084",2,3,-1.3407,0.6942,351.109,368.558,399.853,366.246,354.665,389.64,417.635,368.511,398.168,337.159,375.1544
"2085",2,3,-0.0665,-0.756,298.603,253.601,291.566,301.873,289.014,302.435,293.692,279.786,293.407,309.063,291.304
"2086",2,3,-0.0225,-0.756,316.135,306.962,338.683,350.701,326.303,343.47,322.469,382.663,319.006,327.382,333.3774
"2087",3,1,-0.4934,-0.039,503.319,476.852,479.225,480.124,500.88,474.369,518.11,504.067,512.984,485.722,493.5652
"2088",1,4,0.4794,1.1246,431.612,403.718,390.693,410.444,419.796,370.98,406.019,397.41,419.947,401.549,405.2168
"2089",2,1,-0.2241,-1.2684,260.175,267.436,299.032,311.976,292.712,295.024,259.88,309.798,330.411,316.98,294.3424
"2092",2,3,-0.6798,-1.1042,327.05,347.328,334.613,338.741,344.697,328.072,347.442,354.267,350.02,321.384,339.3614
"2093",1,3,0.1242,-0.756,391.477,380.073,383.202,413.676,424.784,403.99,405.268,403.367,401.622,408.142,401.5601
"2095",2,3,-0.554,-1.2589,422.292,437.38,403.2,374.568,413.058,423.168,376.581,420.637,446.661,395.533,411.3078
"2098",3,3,-0.1836,1.1246,347.279,397.867,353.412,381.114,359.781,349.406,376.515,318.767,344.428,308.419,353.6988
"2099",4,3,2.7077,1.1246,340.52,364.911,398.235,403.678,340.488,351.726,398.773,352.596,392.6,349.413,369.294
"2101",2,3,-0.2381,-0.756,324.611,372.156,286.416,356.462,337.923,301.246,256.338,297.17,284.113,282.908,309.9343
"2102",2,1,-0.5378,-0.756,375.135,374.398,410.746,372.127,376.743,373.409,377.658,365.173,384.321,345.19,375.49
"2103",2,3,-0.174,-0.756,352.61,389.096,442.523,394.395,396.102,382.146,378.256,380.649,360.411,382.648,385.8836
"2105",3,3,-0.6137,1.1246,301.449,316.559,322.269,322.301,275.515,295.858,292.787,313.782,282.092,314.099,303.6711
"2106",2,3,0.5738,-0.756,427.035,446.855,398.722,419.518,432.187,428.53,400.388,429.545,422.796,453.032,425.8608
"2112",2,3,-0.7157,-0.756,421.133,417.976,381.155,391.571,413.096,403.442,434.814,417.998,442.743,380.864,410.4792
"2114",2,2,-0.1933,-1.7615,328.288,323.278,322.379,312.29,339.103,320.165,303.77,355.392,339.443,330.394,327.4502
"2115",3,2,0.2654,1.1246,401.006,430.576,387.54,435.856,411.366,404.934,438.951,434.204,423.792,398.254,416.6479
"2116",2,3,0.0421,-0.756,438.858,399.366,479.413,409.829,423.02,406.79,472.918,453.08,417.134,427.671,432.8079
"2117",2,3,0.553,-0.756,357.242,377.157,314.587,307.501,382.994,345.447,368.362,326.343,309.67,356.638,344.5941
"2119",1,3,-0.372,0.1271,429.081,492.073,437.706,443.191,433.967,394.141,458.272,449.722,429.668,385.79,435.3611
"2121",3,2,0.1089,-0.756,461.438,409.904,420.567,426.1,442.669,414.507,392.66,409.406,409.095,436.21,422.2556
"2123",2,4,0.4253,0.6342,340.079,381.391,361.929,341.566,388.776,390.852,379.405,349,387.553,332.644,365.3195
"2124",2,2,-0.6221,-0.756,413.051,393.393,386.271,365.676,400.061,407.923,358.308,344.031,379.153,395.338,384.3205
"2125",2,3,-0.239,-1.5326,335.029,354.602,389.499,354.282,364.712,375.864,370.784,406.204,352.518,313.975,361.7469
"2126",2,3,-1.3505,1.1246,370.699,282.173,302.47,328,325.197,331.244,348.111,325.253,368.287,323.794,330.5228
"2127",2,2,0.6023,-0.756,367.056,358.198,354.461,371.869,426.928,365.089,389.619,396.168,371.06,387.265,378.7713
"2128",3,3,-0.7053,1.1246,337.063,329.565,340.492,353.702,358.085,333.848,337.158,299.754,373.895,338.888,340.245
"2129",2,2,0.3638,-0.756,368.845,334.123,306.808,346.992,345.825,370.376,361.835,319.654,332.342,333.761,342.0561
"2130",4,3,0.8602,-1.2684,363.614,375.234,330.957,364.313,356.013,382.883,376.721,376.933,356.528,360.09,364.3286
"2131",2,2,0.3964,-0.756,383.541,370.503,334.739,382.553,374.595,374.781,349.587,379.929,347.984,313.663,361.1875
"2133",2,2,0.4987,0.4417,401.075,390.582,422.625,419.542,403.585,373.807,367.128,445.653,452.833,392.278,406.9108
"2134",2,3,-0.7866,-0.756,517.907,484.656,528.013,491.052,512.032,493.981,496.119,487.592,476.019,487.137,497.4508
"2136",2,3,-2.8071,-0.756,333.515,315.249,295.227,366.729,336.785,347.486,318.88,327.495,348.182,360.178,334.9726
"2137",2,1,0.4055,-1.2649,508.178,454.022,463.382,443.982,428.187,454.703,463.764,456.152,404.173,436.895,451.3438
"2138",2,4,0.4105,-0.756,470.903,467.475,490.109,465.811,420.442,451.369,496.909,487.878,501.94,493.357,474.6193
"2139",2,2,-0.424,-1.1042,267.385,351.144,347.575,325.012,377.012,319.381,342.944,298.434,296.562,296.779,322.2228
"2140",1,3,0.5051,1.1246,472.729,459.913,450.594,485.439,471.107,470.569,459.616,452.33,440.665,446.113,460.9075
"2141",2,1,-1.1773,-0.756,462.998,475.768,407.803,431.852,408.392,484.789,447.185,460.549,467.232,418.993,446.5561
"2142",2,3,-0.0852,-0.756,462.322,464.434,427.072,444.117,473.078,460.523,449.79,464.577,446.145,466.225,455.8283
"2143",3,3,-0.1347,0.4938,269.482,344.499,330.291,315.435,322.236,290.466,301.178,323.208,312.296,312.149,312.124
"2144",2,2,0.1521,-0.756,349.798,335.873,321.227,366.943,363.869,346.882,380.254,344.235,353.027,383.319,354.5427
"2146",4,3,2.9711,0.6942,454.7,456.501,463.787,457.035,459.772,450.683,462.376,457.274,452.862,467.861,458.2851
"2147",2,4,2.9164,-0.756,386.049,368.474,392.12,364.214,389.778,364.963,395.17,387.778,381.53,387.53,381.7606
"2148",2,3,-0.0821,-0.756,346.772,330.622,371.184,368.183,310.73,299.754,334.775,311.154,340.219,321.252,333.4645
"2149",2,3,0.2989,0.4417,362.517,349.954,340.082,312.686,322.187,318.616,327.495,334.813,327.66,321.35,331.736
"2150",2,3,-0.0289,1.1246,317.878,310.866,391.877,339.192,317.931,278.494,375.438,335.094,293.59,320.367,328.0727
"2151",1,2,-0.202,0.2938,508.347,482.471,504.069,477.351,462.012,485.001,501.058,469.632,481.479,499.114,487.0534
"2154",3,3,-0.0665,-1.4526,341.612,345.369,325.287,352.822,293.346,314.283,293.874,357.703,313.948,379.965,331.8209
"2155",1,3,-0.391,0.2852,415.399,352.495,381.394,386.078,383.089,419.231,398.985,421.577,394.938,328.879,388.2065
"2156",2,2,0.1758,-0.3481,476.628,524.903,485.371,489.75,494.908,437.386,453.761,480.918,474.717,463.665,478.2007
"2157",2,3,0.1785,0.1329,276.756,322.654,313.423,327.06,326.138,283.248,324.555,375.483,337.98,299.54,318.6837
"2158",2,3,-0.2786,-0.756,311.29,294.599,311.906,329.433,313.637,343.298,343.117,323.06,335.768,335.085,324.1193
"2159",2,3,-0.4401,-0.756,388.405,412.131,415.821,394.318,390.958,373.436,402.71,396.326,397.813,408.772,398.069
"2160",2,3,-1.5241,-0.756,323.652,312.901,312.324,369.653,344.109,348.819,357.412,343.675,400.682,337.259,345.0486
"2161",1,4,-0.2443,1.1246,316.787,327.969,336.766,360.354,359.438,336.599,363.714,357.385,363.326,315.174,343.7512
"2163",3,1,0.2072,0.4417,358.269,391.088,370.34,371.118,360.88,378.886,417.218,376.613,342.885,369.414,373.6711
"2164",2,2,-0.1183,-1.1042,486.682,444.67,468.05,463.662,406.812,467.013,465.088,470.684,454.219,476.217,460.3097
"2165",2,3,0.2615,-0.756,542.128,489.549,570.321,536.802,510.726,574.768,514.396,549.321,534.816,582.034,540.4861
"2167",2,2,0.6322,-0.756,355.033,325.695,356.852,364.329,357.157,394.191,401.682,426.156,382.876,367.181,373.1152
"2168",1,3,-0.4184,-0.0323,360.541,344.862,401.262,332.932,292.115,296.529,358.58,304.241,309.569,322.706,332.3337
"2169",3,3,0.7674,-0.756,318.515,300.38,339.208,311.103,279.705,288.413,284.324,301.202,296.992,319.732,303.9574
"2170",2,3,-0.0642,1.1246,374.063,352.888,303.37,350.714,315.159,333.319,326.939,319.022,334.487,329.033,333.8994
"2171",2,3,-0.0717,-0.756,474.553,442.3,486.546,410.806,467.473,478.414,499.387,444.092,487.893,441.537,463.3001
"2172",2,2,0.5021,-1.1042,376.358,375.044,390.329,367.001,390.208,375.648,355.107,373.225,385.025,358.925,374.687
"2173",2,3,-0.6608,1.1246,467.07,410.658,411.524,380.559,404.71,418.478,399.099,428.079,434.027,432.258,418.6462
"2174",2,3,-0.241,-0.756,391.784,400.202,419.861,372.324,368.093,406.158,458.603,376.72,400.906,373.821,396.8472
"2177",2,3,0.1376,-0.756,341.518,387.927,370.998,374.405,387.795,367.281,368.07,405.015,347.597,388.945,373.9551
"2179",4,1,-0.2943,1.1246,479.834,516.441,490.705,508.946,477.312,511.975,492.579,528.216,492.302,517.732,501.6042
"2180",2,3,-0.2827,-1.3019,263.387,299.179,301.583,292.257,296.133,299.371,318.557,318.339,264.061,289.123,294.199
"2183",2,3,-0.6297,0.4836,397.132,425.991,441.76,453.608,432.842,467.879,409.792,420.834,406.542,422.335,427.8715
"2184",3,2,0.0912,-0.756,379.371,370.098,368.692,366.46,414.192,385.545,429.229,368.824,381.927,368.38,383.2718
"2185",1,3,-2.5094,-0.756,328.665,361.867,366.106,390.861,348.629,376.954,379.858,316.122,368.362,326.985,356.4409
"2186",3,3,-0.0844,0.2485,295.188,333.229,338.655,344.586,376.458,364.552,369.767,316.436,318.205,346.71,340.3786
"2188",3,2,1.2292,1.1246,413.3,427.983,422.767,445.188,414.274,474.889,401.864,402.502,426.755,443.145,427.2667
"2189",2,3,-0.0518,-1.8945,374.061,380.49,391.188,361.006,356.183,423.433,369.592,375.082,363.203,394.704,378.8942
"2190",2,3,0.5367,-0.756,415.173,342.24,360.891,367.111,376.815,413.125,408.699,347.808,372.182,331.926,373.597
"2191",3,2,0.8871,1.1246,323.796,297.572,328.653,288.606,334.065,296.225,284.341,301.624,273.593,335.327,306.3802
"2194",2,3,-0.3034,0.6342,245.131,280.413,250.484,239.22,317.312,249.653,281.259,283.787,285.648,314.226,274.7133
"2195",2,3,0.2379,0.1413,311.096,313.315,337.022,311.196,306.19,302.491,287.246,252.65,339.757,355.024,311.5987
"2196",2,3,0.157,-1.1042,393.193,328.702,384.024,334.027,400.496,386.27,398.049,363.734,372.686,340.6,370.1781
"2197",2,1,0.2494,-0.756,385.563,315.733,380.609,349.919,350.996,374.342,421.344,406.675,415.724,374.607,377.5512
"2198",2,3,0.0035,-0.756,344.976,349.743,353.881,353.982,341.11,361.401,338.74,343.967,338.324,373.926,350.005
"2199",2,3,0.3807,-0.756,389.195,345.156,394.357,360.288,342.989,386.088,384.421,409.908,406.869,362.826,378.2097
"2201",1,1,2.1391,1.1246,304.827,331.906,287.851,226.624,281.222,257.05,286.893,267.621,277.202,293.696,281.4892
"2202",2,1,-0.1385,1.1246,525.679,451.12,493.684,511.022,505.012,489.037,501.47,502.803,456.468,474.215,491.051
"2203",3,2,-0.0319,-0.756,405.905,379.328,388.837,399.219,371.088,398.334,399.14,385.973,368.558,373.388,386.977
"2205",2,1,0.2735,-0.756,530.393,516.389,456.421,484.879,446.968,531.591,485.716,464.958,548.289,513.789,497.9393
"2206",2,2,-0.1909,-0.756,306.168,318.209,264.734,291.104,287.631,300.002,289.144,315.023,304.52,291.91,296.8445
"2208",3,2,-0.1862,-1.1042,267.369,293.071,281.872,306.335,233.182,276.968,331.716,248.36,242.932,238.144,271.9949
"2209",2,3,-0.3427,-1.1042,480.444,503.279,499.733,446.167,472.234,458.002,421.57,467.517,454.787,484.147,468.788
"2210",2,3,-0.6995,1.1246,342.486,375.392,328.794,365.184,436.261,375.604,366.742,370.54,370.484,336.064,366.7551
"2211",2,4,-0.7588,1.1246,355.161,330.532,374.131,337.83,391.573,379.44,354.273,394.424,363.165,363.115,364.3644
"2212",2,3,-0.4937,-0.756,356.507,438.497,423.061,404.014,432.883,401.013,409.147,398.171,403.311,408.635,407.5239
"2213",2,2,0.9469,-0.756,440.996,435.079,445.962,452.871,448.045,446.149,447.686,446.799,454.76,492.026,451.0373
"2214",2,2,0.1393,-0.756,403.927,402.999,454.715,444.675,416.497,415.508,395.125,404.923,401.028,461.818,420.1215
"2217",2,3,-0.4593,-0.756,298.406,277.363,307.362,325.631,320.814,302.2,302.433,337.598,312.346,334.667,311.882
"2218",2,3,0.3093,0.4836,352.337,401.253,340.317,429.83,373.131,389.09,346.484,351.089,349.599,381.507,371.4637
