"","GM","EmoWLE","AmanWLE","PV1MATH","PV2MATH","PV3MATH","PV4MATH","PV5MATH","PV6MATH","PV7MATH","PV8MATH","PV9MATH","PV10MATH","MATHMEAN"
"251",1,0.2604,0.4836,253.989,288.344,341.118,275.78,259.14,296.569,315.043,286.877,228.998,274.807,282.0665
"253",3,0.0836,1.1246,341.428,310.567,333.979,349.885,317.888,345.209,363.311,340.376,285.394,344.922,333.2959
"254",2,0.0664,-0.756,381.461,366.899,421.672,375.911,405.3,391.968,386.598,372.901,363.706,383.201,384.9617
"256",3,-0.3202,-0.756,376.726,329.167,348.55,348.296,329.249,334.582,354.02,329.145,308.715,342.026,340.0476
"257",2,-0.0697,1.1246,525.34,504.664,459.477,475.255,497.716,481.309,463.207,509.712,509.623,470.15,489.6453
"258",4,3.0429,1.1246,350.554,383.884,361.471,380.925,399.822,398.042,390.113,359.196,396.797,392.535,381.3339
"259",4,-0.0446,1.1246,386.245,335.83,355.796,383.195,340.211,377.059,418.186,368.332,411.359,378.701,375.4914
"260",2,0.2983,-0.756,399.904,410.853,388.381,404.81,384.443,381.592,418.493,409.449,419.501,378.432,399.5858
"261",4,-0.1792,1.1246,488.497,474.073,492.501,441.948,470.027,447.343,494.462,486.638,445.251,487.058,472.7798
"262",3,0.2412,-0.756,367.684,306.469,311.817,351.944,305.859,321.638,299.658,330.422,339.965,303.851,323.9307
"263",2,0.178,-1.1042,392.229,408.197,394.446,397.454,410.277,362.076,419.292,381.188,361.262,369.906,389.6327
"264",3,0.44,1.1246,365.819,320.414,375.288,346.574,315.13,345.228,329.437,351.965,363.308,314.784,342.7947
"265",3,1.1179,0.4417,385.25,363.773,342.101,364.925,383.2,370.653,329.704,424.82,368.483,362.491,369.54
"266",3,-0.0032,-1.6365,400.242,436.024,460.568,421.166,438.375,412.144,419.591,451.914,430.306,410.6,428.093
"267",3,-0.2687,0.6942,336.525,314.091,242.979,327.618,297.427,287.23,316.505,301.228,278.82,314.111,301.6534
"268",2,-0.007,-0.756,302.632,328.177,360.496,314.108,321.304,333.976,338.682,301.236,290.976,366.729,325.8316
"269",4,0.206,0.1329,366.687,338.879,297.565,354.587,336.885,339.913,347.383,382.028,347.799,366.897,347.8623
"271",1,-0.4565,-1.1042,484.33,455.514,450.741,449.63,428.808,419.003,465.456,460.958,467.342,461.779,454.3561
"272",3,-0.8465,1.1246,367.53,376.91,408.045,370.864,362.018,381.159,408.452,340.362,365.268,389.615,377.0223
"273",3,-0.5709,1.1246,515.218,451.879,455.232,427.44,474.027,498.954,480.621,499.222,460.715,481.224,474.4532
"274",4,-2.8882,-1.306,416.162,412.524,431.367,407.331,380.153,445.292,407.932,438.622,383.607,366.896,408.9886
"276",4,-0.6427,1.1246,421.994,466.075,428.441,435.273,481.455,422.015,429.996,399.998,511.623,413.533,441.0403
"277",3,-0.317,1.1246,364.288,380.382,374.171,426.891,344.972,351.379,352.351,422.711,434.562,403.659,385.5366
"278",3,-0.5175,-0.756,474.396,521.821,510.517,500.838,468.226,502.09,488.712,552.413,457.036,480.762,495.6811
"279",2,0.6833,-0.756,303.013,343.718,278.32,332.28,348.034,323.064,299.906,353.851,335.826,326.313,324.4325
"280",3,2.1875,0.4836,327.892,252.624,304.896,304.387,333.264,280.939,337.063,299.578,283.381,307.002,303.1026
"281",2,0.3727,-0.756,338.425,339.454,332.683,349.022,322.255,253.318,334.183,298.617,318.683,311.553,319.8193
"282",3,0.0219,-1.1042,364.055,357.803,339.843,346.998,349.698,366.216,359.115,347.926,360.185,376.073,356.7912
"283",2,-0.779,1.1246,433.491,395.231,413.612,367.636,383.412,415.629,387.929,393.615,400.167,371.011,396.1733
"284",3,0.2101,-0.756,294.801,356.252,298.917,308.278,349.948,308.449,355.972,372.463,296.677,338.319,328.0076
"285",3,0.7356,1.1246,299.689,343.327,331.276,276.151,280.568,320.194,334.868,339.352,314.451,285.434,312.531
"286",3,-0.4303,-0.756,378.474,330.159,343.473,377.248,359.788,317.347,364.602,326.787,385.503,343.293,352.6674
"287",2,0.2913,-0.756,475.027,469.489,434.007,462.775,467.943,447.132,462.657,455.159,463,487.376,462.4565
"288",3,-0.628,-0.039,352.28,328.607,373.413,321.878,352.934,351.612,316.347,366.533,331.205,311.587,340.6396
"289",4,0.9353,1.1246,309.063,380.155,414.414,340.867,299.494,333.37,339.739,321.187,377.724,361.062,347.7075
"290",2,-0.8355,-0.756,382.804,392.818,428.534,396.437,420.319,425.599,431.631,404.027,410.04,405.251,409.746
"291",2,-0.5723,-0.756,341.933,375.072,339.911,368.557,343.087,332.08,349.865,342.186,376.627,334.342,350.366
"292",2,-0.6149,-0.756,311.096,273.712,300.933,346.537,324.067,293.514,347.875,361.63,313.113,335.87,320.8347
"293",4,-0.067,-0.756,334.651,417.19,339.856,367.983,380.845,367.55,417.31,330.194,398.845,383.912,373.8336
"294",3,-1.1203,-0.756,392.515,304.353,390.408,357.836,366.048,332.281,336.623,359.379,341.32,376.297,355.706
"295",2,0.8415,-0.756,406.614,424.694,384.862,396.087,413.129,397.819,436.685,442.702,412.074,370.729,408.5395
"296",2,-1e-04,-0.756,483.309,439.474,451.921,505.084,462.936,490.785,477.105,484.062,485.618,477.46,475.7754
"297",3,-0.6541,0.2938,292.109,324.935,293.328,302.872,256.693,330.218,268.551,324.162,242.209,300.356,293.5433
"298",1,0.6959,1.1246,288.821,267.332,312.079,332.62,298.327,311.063,311.171,340.582,324.824,281.605,306.8424
"299",3,-0.4761,1.1246,425.233,411.761,378.791,368.919,431.391,443.727,399.926,387.275,409.316,385.853,404.2192
"300",2,0.2394,-0.756,396.63,404.937,379.482,427.367,432.72,409.486,444.337,416.712,390.378,428.865,413.0914
"301",3,-0.3152,0.1413,291.698,329.07,282.176,302.529,311.103,300.826,320.152,283.491,355.499,296.33,307.2874
"302",4,-0.3604,0.4417,369.572,332.131,318.291,310.611,311.451,337.432,305.967,294.368,302.858,357.05,323.9731
"303",3,-0.8102,0.4417,376.234,376.613,408.218,388.673,404.687,394.473,366.671,395.3,355.768,376.829,384.3466
"304",2,-1.0687,-1.3894,428.755,410.843,455.419,417.637,423.027,440.636,397.308,370.742,378.681,394.051,411.7099
"305",3,-2.1802,-1.1441,411.052,394.852,423.834,429.551,379.26,443.005,415.466,397.182,370.176,377.132,404.151
"306",3,-0.3913,-1.1042,385.857,379.861,335.805,399.409,369.055,360.324,392.745,397.33,388.13,397.127,380.5643
"307",2,-0.1233,-1.1042,317.539,356.025,343.431,308.896,320.144,326.462,284.565,336.284,325.696,342.101,326.1143
"308",2,-0.7737,-0.756,468.778,497.131,429.011,430.907,469.874,487.834,451.348,466.684,465.124,486.53,465.3221
"309",2,0.2055,-0.756,359.296,368.473,436.716,403.143,385.451,362.829,364.019,361.002,385.712,372.567,379.9208
"311",3,0.8121,-0.756,455.886,382.499,401.528,361.631,426.243,435.178,387.778,408.08,444.513,423.739,412.7075
"312",3,0.3192,-0.0842,314.726,294.983,282.217,291.251,286.133,245.521,289.631,338.434,303.745,367.063,301.3704
"313",3,-0.2016,-1.3019,426.766,402.326,383.975,351.685,395.516,347.712,399.5,379.638,356.066,382.621,382.5805
"315",2,0.2401,0.2485,332.677,266.978,314.676,288.888,308.551,289.553,341.49,301.74,371.043,316.319,313.1915
"316",3,-0.2358,-1.4414,291.921,312.775,304.173,327.25,318.566,276.786,313.683,310.369,309.732,312.982,307.8237
"317",3,-0.3777,0.6942,391.745,376.812,419.016,380.854,394.523,378.75,369.763,356.787,391.1,398.273,385.7623
"318",3,0.1237,-0.756,435.015,422.117,423.27,442.447,431.105,468.891,405.559,453.13,412.579,450.135,434.4248
"319",3,0.649,1.1246,384.79,372.15,357.195,344.452,339.484,352.019,358.439,340.34,386.483,381.995,361.7347
"320",4,1.6379,-0.756,443.808,400.212,396.194,396.519,406.537,427.363,405.003,401.688,460.261,413.707,415.1292
"321",2,-0.1567,-0.756,420.923,410.394,415.385,379.529,429.925,360.23,320.818,363.201,381.639,380.558,386.2602
"322",3,0.1893,0.1368,327.868,346.738,387.359,369.5,390.742,330.579,383.379,365.257,368.161,382.169,365.1752
"323",3,-0.6499,-0.0842,267.244,271.227,285.545,277.489,332.009,319.177,262.264,264.429,311.536,325.243,291.6163
"324",3,-0.4056,1.1246,413.665,397.521,355.381,386.276,347.598,396.911,411.624,387.649,396.201,392.582,388.5408
"325",1,-0.7936,0.0877,466.953,488.298,407.613,459.75,473.12,452.032,473.504,486.425,439.833,481.909,462.9437
"327",2,0.1638,-0.756,364.801,354.744,364.235,388.845,338.498,372.529,382.551,377.505,356.964,358.447,365.9119
"328",2,-0.6198,-0.756,382.702,389.855,362.391,382.357,393.29,407.861,423.44,427.238,395.928,381.943,394.7005
"330",3,-1.3374,-0.756,424.52,453.708,421.97,377.899,393.024,368.725,394.71,405.592,408.726,466.221,411.5095
"331",3,-1.2169,-1.1042,418.029,438.607,451.569,451.201,407.335,451.81,445.702,423.398,411.342,442.44,434.1433
"332",2,0.8782,-0.756,447.051,451.744,480.284,473.994,456.951,465.746,517.073,476.148,450.004,482.563,470.1558
"333",2,0.5744,-0.756,366.075,355.083,344.181,327.159,365.196,331.886,347.278,326.787,329.888,336.979,343.0512
"334",4,-0.2588,1.1246,327.156,343.848,338.932,345.246,294.244,384.93,347.58,317.722,346.818,332.479,337.8955
"336",3,-0.1555,-0.756,315.175,299.391,334.293,322.944,318.657,346.913,344.161,306.449,347.311,322.858,325.8152
"338",2,0.0241,-0.756,453.172,431.945,460.776,488.205,386.832,482.766,510.384,496.6,465.249,449.656,462.5585
"339",2,-0.5995,-1.1042,474.185,486.918,509.825,454.172,499.293,483.637,459.809,527.138,514.944,514.841,492.4762
"340",2,-0.2363,-0.756,431.024,486.353,499.316,514.695,487.998,516.718,495.35,489.923,512.068,524.082,495.7527
"341",3,-0.5212,-1.1042,405.543,378.684,361.985,406.462,407.858,422.131,410.211,408.695,442.886,368.165,401.262
"342",2,0.8004,-0.756,440.43,453.202,453.003,458.471,458.692,493.899,503.481,457.089,452.138,459.104,462.9509
"343",4,-0.5259,-0.756,415.088,374.717,413.423,390.897,408.328,399.08,394.097,399.292,453.335,382.612,403.0869
"344",1,-0.5879,1.1246,320.193,347.372,348.08,303.417,319.961,343.349,297.582,355.046,386.541,332.677,335.4218
"345",1,0.1922,-0.756,258.144,257.799,267.636,267.567,277.657,304.655,214.619,347.947,298.135,279.755,277.3914
"346",3,0.1369,-1.3019,296.021,361.39,284.507,382.348,299.661,271.327,324.534,352.163,328.026,344.447,324.4424
"347",2,0.7907,1.1246,400.028,398.892,334.83,332.714,340.28,353.752,380.902,375.704,377.074,359.387,365.3563
"348",3,1.2343,1.1246,319.646,346.896,354.829,358.755,370.566,344.552,337.104,356.118,343.168,366.6,349.8234
"349",3,0.0443,1.1246,436.939,409.014,371.892,368.762,415.221,391.947,386.389,355.849,392.261,383.622,391.1896
"350",2,0.0319,0.6942,347.924,353.315,357.881,354.258,378.333,361.485,331.553,394.02,365.686,395.659,364.0114
"351",3,-0.7139,-0.756,402.561,357.849,362.067,356.528,352.968,381.705,338.581,398.825,403.964,371.966,372.7014
"352",3,0.177,-0.756,311.877,340.965,312.538,344.889,341.266,344.485,327.665,357.268,248.375,347.561,327.6889
"353",2,-0.6102,-0.756,432.24,417.566,418.535,384.767,417.819,403.114,382.554,434.506,349.054,413.114,405.3269
"354",1,-0.1551,0.1368,430.029,396.629,333.095,354.088,364.531,354.27,359.019,340.987,445.149,343.511,372.1308
"355",2,0.0612,-0.756,467.222,464.266,451.594,460.377,468.016,462.902,423.104,489.946,459.896,442.892,459.0215
"356",3,-0.1914,-0.756,373.83,363.34,391.616,371.607,401.959,419.31,367.421,422.794,393.263,433.375,393.8515
"357",3,0.2488,-0.756,359.356,369.189,347.705,352.241,404.484,386.379,362.309,385.688,331.69,380.09,367.9131
"358",3,0.1398,-0.756,382.801,359.919,373.512,379.481,370.316,394.905,422.202,394.215,379.443,437.555,389.4349
"359",2,-0.6251,-0.756,415.236,402.939,391.337,390.176,385.731,422.402,396.022,404.063,386.462,397.129,399.1497
"360",2,-0.9026,-0.756,432.346,493.046,506.36,473.593,460.884,468.756,467.255,507.029,480.896,443.795,473.396
"361",3,-0.4141,-1.1042,564.786,516.563,540.064,522.944,501.451,549.091,530.237,543.953,532.4,540.006,534.1495
"362",3,-0.0812,-0.756,335.974,279.339,269.511,301.384,305.97,274.452,267.911,300.381,273.015,267.468,287.5405
"363",4,-0.4899,0.1368,374.735,357.009,349.394,348.884,379.187,352.304,379.171,367.915,363.485,351.05,362.3134
"364",3,-0.1926,-0.756,317.571,355.237,309.286,302.876,349.945,327.243,360.621,343.25,316.133,328.249,331.0411
"365",3,0.9626,-0.756,328.367,402.51,415.97,378.606,376.106,372.987,392.896,404.259,373.981,381.298,382.698
"366",2,0.4488,-0.756,367.157,351.383,393.209,368.525,359.805,355.117,409.774,361.525,333.266,371.265,367.1026
"367",3,-0.0538,-0.756,339.631,416.494,356.661,375.892,355.536,336.894,399.976,376.928,392.796,349.924,370.0732
"368",3,-0.1098,-0.756,304.369,275.172,316.659,290.163,312.104,355.026,320.987,279.79,329.498,313.915,309.7683
"370",3,0.7658,-0.756,383.298,386.142,413.055,395.103,444.113,432.763,409.293,389.231,402.234,401.948,405.718
"371",2,-0.4869,0.6942,534.258,479.857,495.654,502.996,460.128,484.273,490.442,516.142,493.563,504.537,496.185
"372",1,1.4207,-0.756,390.542,409.218,385.967,367.555,402.776,394.095,371.322,399.45,369.209,400.555,389.0689
"373",3,0.2784,-0.756,400.457,364.049,385.009,366.272,363.814,394.874,395.504,380.563,365.577,369.323,378.5442
"374",4,0.0539,-1.2684,379.177,354.502,326.37,358.09,356.472,356.107,363.724,337.014,352.483,372.959,355.6898
"375",3,0.1096,0.4836,431.816,483.237,417.147,465.735,383.794,457.872,480.994,446.224,481.667,416.15,446.4636
"376",3,-1.4283,-1.1042,398.657,408.832,412.53,348.139,365.651,395.966,380.497,373.234,411.512,417.981,391.2999
"377",3,1.1099,0.4836,235.798,273.051,268.658,278.538,275.148,272.169,324.926,309.25,254.927,293.784,278.6249
"378",3,-1.8792,-0.756,369.461,354.462,346.937,346.736,346.613,388.623,347.921,383.425,388.746,382.826,365.575
"379",2,0.2959,-0.756,413.138,392.899,375.1,425.774,398.128,388.835,417.735,397.117,392.172,397.127,399.8025
"380",2,-0.2325,0.6942,421.698,441.115,379.044,452.924,447.516,447.409,406.757,425.129,441.13,439.895,430.2617
"381",3,0.1468,-0.756,342.273,383.734,378.735,425.485,352.688,375.423,354.21,408.436,357.864,400.272,377.912
"382",2,-2.7422,-1.1042,399.814,402.668,424.305,447.939,414.03,399.402,388.778,404.764,417.331,425.814,412.4845
"383",3,-0.6151,-0.756,275.42,290.273,297.205,294.914,252.734,289.807,263.137,289.503,272.703,241.343,276.7039
"384",3,0.5073,0.6942,340.503,380.344,423.072,397.994,403.136,375.422,407.437,380.248,364.483,396.268,386.8907
"385",1,0.015,-0.756,475.154,469.033,432.542,411.808,459.519,458.67,432.847,375.932,445.466,436.712,439.7683
"386",3,-0.658,-0.756,338.745,398.332,358.966,341.688,333.354,340.514,343.482,309.382,324.639,311.275,340.0377
"387",4,-1.1782,-1.1042,417.599,370.122,373.839,349.927,367.357,359.227,325.635,380.671,391.151,390.577,372.6105
"388",3,-0.4222,0.1413,239.328,217.591,285.82,318.895,291.82,259.288,267.521,186.408,213.961,183.845,246.4477
"389",3,0.0552,-0.756,348.95,326.553,298.338,380.673,374.502,388.566,337.729,363.683,315.117,351.351,348.5462
"390",2,0.3569,-0.756,455.936,434.552,399.263,387.985,433.568,436.744,442.771,446.853,434.598,441.841,431.4111
"391",2,0.2012,-0.756,307.458,298.684,332.024,355.726,327.188,320.828,331.861,324.38,341.554,324.126,326.3829
"392",3,-0.8504,-0.756,329.949,274.416,296.663,302.325,304.007,293.989,272.926,320.488,296.693,270.077,296.1533
"393",1,1.0109,-1.0389,414.773,466.38,447.413,402.848,479.574,451.71,433.433,436.123,452.424,463.638,444.8316
"394",3,-0.6361,-0.756,336.861,306.379,326.691,352.735,372.76,337.421,304.475,342.63,306.434,301.843,328.8229
"395",3,-0.3927,-0.039,388.686,397.106,391.505,403.149,405.995,407.18,368.116,415.828,430.956,374.808,398.3329
"396",3,-0.5197,-2.7886,277.882,269.9,309.633,316.327,289.51,305.241,352.786,305.169,250.225,289.838,296.6511
"397",3,0.1182,1.1246,322.807,320.66,352.261,330.43,390.651,365.678,323.869,346.367,366.561,343.202,346.2486
"399",3,0.4442,-0.039,305.506,295.855,300.34,312.196,324.768,328.148,335.81,338.142,320.672,313.968,317.5405
"400",3,-0.6541,-0.756,276.05,279.369,270.481,284.808,317.691,253.208,335.558,306.745,276.342,303.239,290.3491
"401",3,-0.2076,0.3308,331.442,317.76,278.497,324.181,319.605,376.692,298.318,311.843,343.788,284.504,318.663
"402",2,-2.0533,0.4417,470.122,488.589,460.635,433.913,462.186,481.408,507.773,461.927,488.955,459.807,471.5315
"403",2,0.1924,-0.756,331.539,299.651,305.582,336.467,358.204,339.377,303.331,341.141,316.929,318.355,325.0576
"404",2,-0.3954,-0.756,332.138,264.289,291.347,269.308,318.775,282.593,314.032,326.314,328.885,291.568,301.9249
"405",2,-0.2099,0.6942,404.8,423.734,455.439,433.663,409.845,432.408,393.481,419.468,433.357,419.409,422.5604
"406",3,-1.0667,1.1246,290.924,283.942,299.243,296.397,227.333,303.393,246.301,289.905,266.505,247.774,275.1717
"407",4,-0.1468,0.2852,369.209,356.672,381.169,391.5,348.699,406.521,335.537,381.23,351.604,339.765,366.1906
"408",3,-0.1751,-0.756,372.344,364.855,385.907,357.736,424.747,400.042,350.411,349.577,403.03,377.226,378.5875
"410",1,-0.6858,-0.3481,371.552,414.605,407.343,384.72,392.131,376.102,434.268,424.915,401.602,374.305,398.1543
"411",2,-0.7812,-1.4248,434.915,455.919,493.845,471,445.306,469.474,438.888,422.843,448.202,437.357,451.7749
"412",3,1.3107,1.1246,377.705,363.842,379.091,413.298,374.277,417.196,363.714,401.791,395.829,415.146,390.1889
"413",2,0.8268,-0.756,488.33,549.547,452.432,479.959,475.505,552.458,443.086,480.859,536.944,546.064,500.5184
"414",2,0.2184,-0.756,314.468,315.111,333.751,317.485,273.76,323.065,353.937,331.657,331.538,354.882,324.9654
"415",3,-0.5565,-0.3481,381.643,314.38,345.868,375.897,362.938,329.325,340.857,380.933,336.155,352.171,352.0167
"416",3,0.6664,0.3308,254.761,326.12,304.699,329.105,313.102,324.279,308.4,291.517,303.134,334.439,308.9556
"418",3,-0.8524,-1.3019,316.548,325.432,308.999,311.253,288.068,318.102,307.949,313.506,334.844,317.53,314.2231
"419",1,-1.7326,-0.756,491.903,470.352,488.042,519.267,517.419,492.463,482.852,492.26,508.625,481.74,494.4923
"420",3,-1.4661,0.0463,381.109,375.966,322.761,389.441,357.562,377.329,343.684,337.596,351.712,315.218,355.2378
"421",2,0.3691,-0.756,358.238,399.156,367.605,410.106,355.659,338.64,396.171,390.295,366.796,401.431,378.4097
"422",3,0.8757,-0.756,383.158,396.797,332.053,378.306,363.297,393.506,383.369,360.418,351.852,375.548,371.8304
"424",3,0.8125,-0.756,403.457,372.595,412.568,387.21,408.28,382.416,396.97,357.383,390.378,370.975,388.2232
"425",3,0.3934,-0.756,287.832,335.611,367.637,312.018,332.931,331.715,330.948,354.975,356.058,316.902,332.6627
"426",3,0.2816,1.1246,427.102,413.448,427.276,394.996,442.568,422.55,432.44,451.216,434.587,410.943,425.7126
"427",3,-0.2903,-0.756,348.788,311.496,376.966,369.617,372.472,344.231,405.578,330.861,334.523,337.17,353.1702
"428",2,0.7759,-0.756,248.95,260.704,303.175,253.472,308.156,331.702,318.404,316.37,345.97,273.912,296.0815
"429",3,-0.7795,1.1246,424.831,412.937,385.718,384.942,400.972,380.717,439.202,409.218,383.817,373.939,399.6293
"430",2,0.6409,0.4417,410.29,381.581,432.76,376.269,371.561,422.002,384.708,398.275,375.526,393.481,394.6453
"431",1,-0.6637,1.1246,327.696,301.881,338.421,334.494,356.99,353.28,311.811,321.132,336.798,323.532,330.6035
"432",2,0.1198,-0.756,379.928,449.143,431.093,440.407,438.699,416.632,412.469,414.277,383.243,449.212,421.5103
"433",4,0.5763,1.1246,281.82,223.807,333.088,290.055,287.913,328.12,318.438,336.253,327.341,274.491,300.1326
"434",1,-0.0125,-1.1042,456.19,486.254,459.187,450.788,465.111,452.289,422.696,413.794,463.592,501.107,457.1008
"435",2,0.7053,-0.756,377.898,380.377,367.089,383.218,341.183,382.526,381.901,435.889,403.38,423.513,387.6974
"437",3,0.7587,-2.7886,383.655,384.649,337.873,366.184,397.206,425.793,357.511,374.518,361.126,396.956,378.5471
"438",2,0.8096,-0.756,518.559,500.296,524.823,521.761,504.932,544.713,527.794,487.231,528.511,504.926,516.3546
"439",3,0.1915,-0.756,296.902,267.654,226.248,305.735,264.979,280.751,242.703,241.786,310.767,222.899,266.0424
"440",3,-0.7752,1.1246,364.087,309.377,359.105,358.755,296.85,345.275,325.842,320.491,336.677,334.319,335.0778
"441",3,-0.4984,-0.756,306.524,339.583,314.701,323.628,297.309,309.452,299.239,347.347,269.842,263.112,307.0737
"442",2,0.7478,-0.3481,356.108,364.382,369.049,379.978,340.656,353.584,341.347,391.615,376.457,391.011,366.4187
"443",2,0.2425,-0.0323,317.712,362.041,337.581,347.683,366.854,379.209,338.808,280.857,296.151,353.993,338.0889
