"","Kecemasan","GM","Emosi","Aman","MATHMEAN"
"5997",2,2,-0.701,1.1246,344.0434
"5999",5,2,0.4132,0.1413,416.2909
"6002",4,3,-0.2573,-1.5063,268.7078
"6003",2,2,0.0813,-1.5679,417.0964
"6006",2,4,-0.3272,-0.756,443.7134
"6008",6,3,-0.6198,-0.756,410.6853
"6009",8,3,1.0592,1.1246,380.6035
"6014",6,2,0.094,0.1413,373.8949
"6016",2,4,0.0044,1.1246,313.9324
"6017",4,2,-0.3745,-0.756,407.8947
"6018",6,2,-0.1499,-0.756,431.3669
"6019",4,2,-0.4309,-0.756,452.6531
"6020",4,3,-0.1066,-0.756,395.4128
"6022",4,3,-1.5232,-0.756,455.1163
"6023",3,2,-0.3698,1.1246,496.7523
"6024",4,3,-0.1298,-0.756,367.5163
"6025",4,4,-0.9668,-0.756,398.9407
"6026",6,3,0.0992,1.1246,457.8023
"6027",4,1,0.5919,1.1246,375.5086
"6029",3,2,-0.0062,1.1246,355.9046
"6033",4,1,0.8577,-1.6613,335.68
"6035",4,2,-0.8227,-0.756,499.478
"6036",4,2,-0.7352,-0.756,502.1293
"6039",4,3,0.1219,-0.756,334.1614
"6040",4,3,-0.4991,-0.756,355.9748
"6041",4,2,-0.77,-1.15,411.2233
"6042",4,2,-0.5879,1.1246,424.2076
"6044",4,1,0.4468,0.4836,292.2689
"6045",2,3,-2.1299,0.6942,402.2168
"6047",4,3,-0.7005,-0.756,459.5955
"6049",4,3,-1.0085,-0.756,350.5184
"6050",2,3,-0.7745,0.6942,384.9845
"6051",4,1,1.4507,-1.4001,368.7679
"6055",4,3,-1.2182,1.1246,327.0972
"6056",3,2,0.2,0.4938,300.8468
"6058",4,4,0.4458,0.1413,358.5876
"6059",4,3,0.3502,-0.756,402.6906
"6060",5,3,-0.4988,0.4417,363.745
"6062",7,4,2.7107,-0.756,375.2414
"6063",4,2,-0.7603,-1.1042,484.0753
"6066",4,1,-0.0239,-0.3481,473.8816
"6074",4,3,-0.5433,-0.756,430.3776
"6075",5,3,-1.5526,0.6942,420.3459
"6076",5,3,-2.7195,1.1246,408.0209
"6079",4,3,0.349,-0.756,366.8202
"6080",4,3,-0.9451,-1.1042,387.796
"6081",2,1,-0.4318,1.1246,357.6303
"6083",5,3,-0.0447,0.1368,274.9245
"6084",7,1,-0.0814,0.6942,414.8313
"6085",3,2,-1.2805,-0.756,397.4925
"6087",5,3,-0.6869,-1.1042,346.0398
"6088",4,2,-0.88,-0.756,455.1579
"6089",3,2,-0.5516,-1.1042,495.5398
"6090",4,3,0.0853,1.1246,356.6201
"6094",4,2,-1.2863,0.6942,421.801
"6095",6,2,-0.9295,-0.756,424.428
"6096",6,3,0.2412,-1.3894,474.1242
"6097",2,3,0.0192,1.1246,267.401
"6100",4,3,-0.1972,-1.1042,443.3914
"6102",4,3,-0.2518,-0.756,379.3586
"6104",3,4,0.6768,1.1246,344.2575
"6105",5,3,0.358,-0.756,430.7824
"6107",4,2,0.7156,-0.3481,308.7421
"6108",3,2,-0.7752,-0.756,366.1318
"6109",4,2,-0.7177,-1.1042,415.9956
"6110",4,2,-0.1082,-0.756,420.3715
"6115",4,2,0.0698,-0.756,421.5443
"6116",2,3,0.3817,-0.756,385.4871
"6120",4,3,-0.2988,-0.756,397.2253
"6121",4,1,0.7948,0.4417,483.2853
"6123",4,2,-0.6197,-0.756,402.5996
"6125",4,3,0.053,1.1246,366.3682
"6127",4,2,-0.1076,-1.5326,454.339
"6128",6,3,0.541,-0.756,343.5381
"6129",4,2,0.0628,0.1413,388.9685
"6130",4,3,-0.2068,-0.756,368.0537
"6131",4,2,0.5333,-1.3894,446.2048
"6132",6,3,0.3576,-0.756,358.6344
"6134",4,2,0.8177,-0.756,322.631
"6136",4,3,0.0882,-0.756,349.6194
"6137",8,4,0.086,1.1246,452.1112
"6138",4,3,-0.2802,-0.756,395.0516
"6139",4,2,-0.8255,-0.756,370.3454
"6140",3,3,0.2972,0.1413,308.2256
"6142",2,4,-0.4195,0.4417,399.1614
"6143",6,3,-0.5625,-1.1042,456.4832
"6144",2,1,-1.0508,-0.0918,458.3358
"6145",5,2,-0.1721,-0.756,471.9372
"6146",3,1,0.7339,1.1246,481.5622
"6148",3,3,0.3592,-0.756,345.3279
"6149",4,1,-0.2618,0.6942,415.4501
"6152",4,2,0.274,0.1413,333.7639
"6153",4,3,0.185,-0.039,389.6124
"6155",4,2,-0.0121,-0.756,485.6616
"6156",5,1,0.7832,-0.756,461.2112
"6157",6,3,0.8179,-0.756,312.5142
"6159",5,3,-0.4002,-0.756,310.1777
"6160",4,1,1.0865,-0.039,492.0431
"6162",3,2,0.0159,0.0877,438.4974
"6164",5,3,-0.4248,1.1246,380.3154
"6165",6,2,0.6834,-0.756,328.1156
"6168",4,3,0.4487,0.4417,410.3063
"6169",5,2,-0.1416,0.4417,391.9168
"6172",4,3,-2.8022,-0.9021,391.5396
"6173",4,3,-0.4351,-0.756,427.1293
"6174",5,4,0.8097,0.6942,413.894
"6177",8,4,7.1367,-0.756,409.0333
"6179",4,3,0.2569,-0.756,351.6727
"6180",3,2,-0.8227,-0.756,458.6709
"6186",2,2,-0.1619,-0.756,456.6093
"6188",4,2,0.049,-0.756,348.4298
"6189",2,2,-0.5121,-0.756,416.353
"6192",4,3,-0.7118,-0.756,375.7952
"6196",4,4,0.4025,1.1246,349.7745
"6197",4,2,0.5176,-0.756,379.0622
"6198",4,3,0.2663,-0.756,387.6569
"6200",2,4,-0.5809,-0.756,406.3471
"6201",4,3,0.0662,-0.756,370.5096
"6202",3,2,-0.8276,-0.756,489.3028
"6204",4,3,-0.5469,-0.756,340.5011
"6205",6,2,-0.0988,1.1246,335.3243
"6207",4,2,-0.0717,-0.756,407.4258
"6209",2,1,-0.2589,-0.756,485.3104
"6212",6,2,-0.0659,-0.756,375.0534
"6214",5,3,0.2177,-0.756,365.9552
"6216",4,3,-0.3095,-1.4286,380.1955
"6217",4,2,-0.3776,0.4417,448.4375
"6218",5,2,0.1588,0.4417,448.8639
"6220",4,2,0.5751,-0.039,370.8713
"6222",2,4,-0.7265,1.1246,379.8258
"6224",4,3,-0.5428,-0.756,301.6881
"6230",4,3,-0.3125,0.2263,326.5695
"6231",4,2,-0.5978,-1.1042,457.9663
"6232",5,3,0.5497,1.1246,327.9851
"6236",4,1,-0.875,-1.1042,313.065
"6238",4,2,0.235,-0.756,442.5471
"6239",3,2,-1.4393,-1.4563,420.4858
"6242",2,3,-0.8049,-1.1042,342.7395
"6243",6,2,-0.2496,0.4417,421.2857
"6247",4,2,0.4597,0.4417,381.7033
"6249",4,1,1.2898,1.1246,417.6674
"6252",2,2,-1.2185,-1.1042,271.3956
"6253",4,2,-0.1467,-1.1042,467.6843
"6256",2,3,-1.0602,0.1413,423.4811
"6257",2,3,0.0353,-0.756,303.8834
"6258",2,1,0.7665,1.1246,286.8678
"6260",3,2,-0.0163,-0.756,386.2574
"6261",4,3,-0.6274,0.3221,322.5575
"6262",6,3,0.7441,1.1246,419.0994
"6263",4,3,0.1283,-0.756,379.9562
"6264",4,3,-0.3482,0.6942,507.1485
"6265",2,3,-1.3325,0.0877,362.6872
"6266",4,3,-0.7787,-0.756,409.797
"6267",4,3,-0.1513,-0.756,418.1566
"6268",2,3,-0.8321,-0.756,386.7956
"6270",6,4,0.0937,-0.756,325.9346
"6271",4,2,-0.1008,-1.4248,387.5103
"6273",5,2,-3.3965,-0.756,476.9202
"6274",4,3,-0.3056,-0.756,337.5329
"6276",4,3,-0.9204,-0.756,380.4055
"6277",2,4,0.4763,1.1246,411.7291
"6278",2,3,-2.5982,-0.039,490.9929
"6281",4,3,-0.8146,-0.756,367.0959
"6282",6,1,-0.1689,-0.756,320.4301
"6285",4,2,-0.3532,-0.756,359.6805
"6286",4,2,0.5221,-0.756,363.2681
"6287",6,2,0.4906,-0.756,504.2953
"6289",4,2,-0.5049,-0.039,331.282
"6292",2,4,0.2211,-0.039,537.3815
"6293",2,4,1.5813,1.1246,364.1484
"6294",2,4,-2.2858,1.1246,486.867
"6295",4,4,0.0824,1.1246,369.2554
"6297",4,3,-0.6576,-1.1042,470.0102
"6299",4,3,-0.699,-0.756,354.3866
"6300",4,3,-0.328,0.4417,338.7824
"6301",4,3,-0.291,-0.756,287.4035
"6302",5,4,-0.1821,-1.1042,443.8252
"6305",3,2,-0.5918,-0.756,547.552
"6306",4,3,-0.3536,0.6942,310.8961
"6307",4,4,0.3515,0.6942,283.8389
"6308",5,3,-1.647,-0.756,354.1907
"6309",2,4,1.4759,1.1246,268.1891
"6311",5,2,-0.4417,-1.1042,383.6728
"6312",2,4,-0.2819,-0.1866,423.2216
"6314",2,1,0.139,-0.756,295.5128
"6316",4,3,-0.5718,-0.756,356.6583
"6317",4,2,1.1527,1.1246,267.3595
"6318",5,3,1.7387,1.1246,328.6225
"6319",2,2,-0.9002,0.4417,449.011
"6320",6,1,0.8208,-0.756,245.9567
"6321",4,3,-0.4579,1.1246,387.8003
"6325",6,2,-0.4168,-1.1042,409.1631
"6329",6,3,0.1279,1.1246,383.3935
"6330",3,2,-0.0065,0.2802,500.7831
"6332",4,3,0.6466,-0.756,425.4162
"6334",6,3,-0.6707,-1.1042,315.3516
"6335",4,2,-0.6547,-0.756,345.4325
"6339",5,2,0.6111,1.1246,403.599
"6343",4,3,-0.822,-0.756,331.1781
"6344",2,2,-1.5884,-0.756,443.4499
"6346",5,2,-0.8813,-0.756,410.0324
"6347",4,3,-0.8475,-1.7615,339.3552
"6349",4,2,-0.6674,1.1246,466.0253
"6351",8,3,-0.4037,1.1246,393.6698
"6352",4,3,0.405,-0.756,385.9776
"6353",2,3,0.0968,-0.756,397.0298
"6354",2,1,-1.6053,1.1246,371.1339
"6355",4,3,-0.6343,1.1246,444.6934
"6357",6,3,-0.643,-1.1042,347.2593
"6358",4,1,-0.7867,-0.756,426.1237
"6359",6,3,3.591,-1.1042,326.9073
"6362",4,3,-0.0637,1.1246,365.1728
"6363",4,2,-0.1682,-0.756,476.9875
"6364",3,3,-0.2324,0.4836,348.9179
"6365",4,2,-1.8106,-0.756,352.6004
"6366",4,4,0.2295,1.1246,360.7565
"6368",2,2,-0.3158,-0.924,314.9755
"6371",4,3,0.4615,1.1246,373.5769
"6373",4,3,-0.3515,-0.756,403.4989
"6374",2,2,-1.3205,1.1246,383.0436
"6376",4,3,-0.9928,-0.756,291.5832
"6377",4,2,0.005,-1.1042,370.0452
"6379",4,2,-1.2623,-0.0918,403.8156
"6380",2,4,-0.5402,1.1246,372.6794
"6381",4,3,-0.4669,-0.756,363.9499
"6382",5,4,0.5304,1.1246,394.1919
"6383",4,3,-0.3456,0.4417,450.2573
"6384",2,2,-2.2941,-1.422,400.0632
"6386",4,2,-0.6181,-0.756,366.9351
"6387",4,3,-0.7582,-0.756,404.016
"6388",3,3,-1.7652,1.1246,400.1688
"6389",4,3,-0.5587,0.1413,373.8975
"6390",4,3,0.7765,-0.756,346.5114
"6391",2,3,-1.2614,-1.15,353.4022
"6393",2,3,-0.733,0.4836,535.1071
"6394",4,3,-0.1029,-0.756,346.9687
"6397",4,3,0.0014,1.1246,433.8797
"6398",8,4,1.2396,1.1246,419.5363
"6399",2,3,-0.0443,-0.039,288.9866
"6401",4,3,0.0323,-0.756,407.1323
"6404",5,3,-0.597,0.1413,326.6572
"6405",4,3,0.0032,-0.756,329.0593
"6406",4,2,0.1621,1.1246,341.7656
"6408",3,2,-0.7224,-1.2589,407.403
"6411",6,2,-0.4441,-0.756,353.4096
"6412",6,2,-0.2202,-0.756,539.4833
"6413",4,3,0.1386,0.6942,402.022
"6418",5,3,-0.4121,-0.756,340.9852
"6421",2,3,-0.402,1.1246,361.0699
"6422",4,2,-0.9372,-0.756,441.0338
"6429",4,1,-0.839,-0.756,433.9691
"6430",4,1,-0.0551,1.1246,391.3221
"6431",8,4,0.4839,0.0936,419.8741
"6432",2,2,-2.9027,-0.756,457.5416
"6435",2,1,-0.1733,-0.0918,414.4457
"6436",4,2,-0.7706,-0.756,434.1584
"6437",6,4,0.2167,-1.3894,336.0901
"6438",2,2,-1.6063,0.2852,421.3593
"6439",3,1,-0.2917,0.6342,437.9239
"6440",4,3,-0.7601,-1.1042,407.8793
"6441",2,2,0.5622,-0.756,259.0617
"6443",4,2,0.4442,1.1246,464.6919
"6445",4,2,0.4921,-1.1042,409.2156
"6448",3,3,-1.0721,1.1246,371.0483
"6450",4,2,0.5546,-0.756,395.3107
"6452",4,3,0.3637,0.6942,439.5624
"6454",4,3,-0.7638,-0.756,308.9729
"6456",4,3,-0.2716,1.1246,331.4579
"6458",2,3,0.3659,-0.756,295.9696
"6459",4,4,0.5467,0.6942,393.0808
"6462",2,2,-0.9845,-0.756,475.4643
"6463",3,2,-0.7227,-0.756,397.2044
"6465",5,1,0.1461,-0.756,461.2386
"6466",4,3,-1.2837,-0.756,372.895
"6467",4,3,-0.6467,-0.756,337.1391
"6468",3,3,0.3495,1.1246,399.1379
"6469",4,3,-0.0713,-0.756,404.3917
"6470",2,2,-1.4128,-1.3019,400.5685
"6471",4,3,-1.14,-0.756,405.1173
"6472",4,3,-0.699,-0.756,363.016
"6473",4,3,-1.4334,-0.0918,322.5604
"6476",3,1,0.5624,-1.2589,464.7226
"6478",4,3,-0.3384,-0.756,315.331
"6481",5,3,0.054,1.1246,430.2367
"6483",5,3,-0.4399,0.6942,379.3877
"6487",6,2,0.0461,-0.756,434.0447
"6488",4,3,-0.5836,0.1368,511.3885
"6489",4,3,-0.5241,-1.15,349.5409
"6490",4,3,-1.0673,0.6942,362.4462
"6491",4,3,-0.7475,1.1246,339.3174
"6494",4,2,-0.2565,-0.756,457.0797
"6495",5,1,2.775,1.1246,288.9899
"6496",4,2,0.2291,-0.756,348.8985
"6497",4,2,-0.2698,-0.924,415.559
"6500",4,3,-0.7128,-0.756,341.6064
"6501",3,2,-1.103,0.4836,360.1252
"6502",6,3,-0.0494,1.1246,335.3663
"6503",4,3,0.5547,-1.1042,292.5748
"6504",3,3,-1.3817,-0.756,354.068
"6505",4,3,0.3723,-0.756,304.7109
"6506",6,3,-0.1693,1.1246,486.8504
"6507",4,3,-0.526,-0.756,312.7825
"6508",2,3,-2.4098,1.1246,444.9281
"6509",4,2,-0.5291,-0.756,378.9485
"6510",4,3,0.052,-0.756,263.8525
"6512",4,2,-0.7464,-0.756,403.9541
"6514",2,2,-1.1485,0.2485,299.535
"6517",5,2,0.197,-0.756,422.2856
"6519",4,3,-0.6162,0.3308,348.2736
"6520",4,2,0.5082,1.1246,355.4997
"6521",6,4,0.7762,-0.756,399.2455
"6525",4,3,-0.6715,-0.756,334.9102
"6527",3,1,-0.5403,-0.756,467.9282
"6528",4,2,-0.0733,-0.756,504.6914
"6530",5,3,0.5225,-1.306,383.647
"6532",6,4,-0.2657,1.1246,364.6314
"6533",3,3,-0.0261,-0.756,415.1244
"6534",4,2,-0.4415,-1.1042,442.2252
"6535",3,3,-0.5608,1.1246,422.2112
"6537",3,4,-0.1205,-1.4248,303.1688
"6538",2,2,0.6338,1.1246,415.6309
"6543",3,3,-0.393,0.6942,431.6402
"6544",3,2,-0.7212,0.3221,300.5943
"6545",4,3,-0.0736,-0.756,323.9178
"6546",2,2,-1.4268,1.1246,433.4923
"6547",4,1,1.0295,1.1246,404.3782
"6548",3,2,-0.5735,1.1246,578.5828
"6549",2,2,-1.0222,-0.756,473.6121
"6550",4,3,-0.0653,-0.756,379.2792
"6551",5,2,0.1328,0.4836,464.2446
"6554",4,3,-0.3525,-0.756,352.5737
"6561",4,2,-0.0245,1.1246,355.6643
"6562",5,3,-0.7227,0.3221,353.9425
"6563",2,3,0.3976,-1.1042,268.4357
"6564",6,3,-0.7047,-0.756,429.2206
"6567",4,2,-0.0491,-0.756,554.4155
"6568",6,3,0.9005,1.1246,370.0726
"6570",4,1,0.2184,1.1246,467.3837
"6571",2,3,-1.0385,-0.756,370.7038
"6575",4,3,-0.3877,-0.756,381.4227
"6576",3,3,-0.1051,-0.756,437.9529
"6578",3,3,-0.0268,0.6342,328.2034
"6579",4,3,-1.4304,-0.756,542.3461
"6580",4,3,1.3264,1.1246,406.9042
"6581",3,3,-0.1886,-0.756,413.1324
"6582",5,3,-0.3255,-0.756,324.6723
"6583",6,3,0.257,-0.0918,346.7579
"6584",2,4,-0.6796,-0.756,363.2359
"6587",6,3,-0.5358,0.6942,350.7298
"6588",4,4,-0.1472,0.3308,399.2195
"6589",7,3,-0.4974,-1.1042,284.3144
"6590",2,1,2.7336,-0.756,290.0554
"6593",2,3,-0.6134,-0.756,424.1988
"6595",4,3,-0.6176,-0.756,337.0218
"6598",2,2,-0.2557,-0.756,308.8422
"6599",2,4,0.1061,-0.756,321.9638
"6600",4,3,-0.1561,1.1246,333.3982
"6601",4,3,0.1196,-0.756,353.3222
"6602",4,2,0.1175,-0.756,386.5749
"6603",4,3,-1.8971,-1.4182,417.0451
"6604",4,2,-0.4792,-0.756,510.3726
"6606",5,3,-0.6819,1.1246,471.3866
"6607",4,2,0.0169,0.6942,479.8096
"6608",4,4,0.8172,1.1246,436.2164
"6609",5,3,0.5546,-0.756,479.3951
"6610",5,2,0.9393,-0.756,488.9264
"6611",2,2,-0.6333,-0.756,554.3988
"6613",6,3,-0.2068,-0.756,366.5354
"6614",4,3,-0.733,1.1246,297.1786
"6615",4,2,0.035,-1.1042,361.4817
"6616",4,2,0.0329,-1.1042,362.3948
"6617",5,3,-0.7345,-1.1042,376.4059
"6621",4,2,0.5244,1.1246,324.0801
"6623",6,3,-0.2987,-1.7372,357.787
"6625",4,2,-0.1276,-0.039,487.9392
"6629",4,3,0.6503,-0.8891,339.345
"6630",4,2,-0.6219,-0.756,294.359
"6635",4,3,0.2483,-0.756,337.4608
"6636",6,3,0.5477,-0.756,409.6031
"6638",4,3,-0.4608,0.6342,352.5901
"6640",4,2,-0.6553,-1.1042,357.5734
"6642",4,2,0.2613,0.1368,452.3161
"6646",3,1,-0.3517,0.4417,414.9072
"6648",4,3,-0.0539,-0.756,303.7623
"6650",4,2,-1.3045,-0.0918,404.8506
"6651",6,1,1.2164,-0.756,423.339
"6652",4,3,0.4685,-0.756,561.4464
"6653",7,3,0.0254,-0.756,296.4264
"6654",2,2,0.1265,1.1246,326.3352
"6657",4,2,-0.078,0.1368,394.772
"6660",5,2,-0.9994,-1.2589,280.5635
"6661",3,4,1.1231,0.1413,340.6439
"6662",4,3,-0.7379,1.1246,339.2257
"6664",6,2,0.5404,-0.756,546.3002
"6666",4,4,-0.2978,-0.756,390.96
"6667",2,3,-0.2796,1.1246,306.8039
"6668",4,3,-0.546,-0.756,370.7336
"6669",6,4,0.1674,1.1246,344.6851
"6670",5,3,-0.7227,-0.756,323.1509
"6671",5,3,-0.1913,-0.756,369.4635
"6674",4,3,-0.3208,-0.756,458.3816
"6676",8,2,0.525,-0.756,368.9938
"6677",2,4,-0.198,0.4836,420.0344
"6678",2,2,-0.7832,-0.756,418.323
"6679",5,3,-0.5276,-0.756,362.6044
"6682",4,3,-0.5328,-0.756,390.7038
"6683",6,3,0.3576,-0.756,337.3845
"6684",4,1,0.6108,-0.756,473.6212
"6688",5,4,-0.9451,-0.039,369.5324
"6691",2,2,-0.6674,-0.756,475.6455
"6692",6,3,-0.3031,-0.756,462.4449
"6693",4,3,0.6006,-0.756,351.0827
"6695",2,3,-1.435,-0.039,397.8516
"6696",2,4,-3.6266,-0.0974,357.4167
"6698",4,3,-0.7829,-0.756,381.3191
"6702",4,3,-0.7252,-0.756,355.632
"6703",4,3,-0.2088,0.6942,297.1656
"6704",4,2,0.2159,0.6942,421.6721
"6705",4,3,-0.1029,1.1246,312.6186
"6706",6,3,0.6,1.1246,337.949
"6707",3,1,0.3535,-0.756,457.8271
"6708",6,3,1.0948,-0.039,300.7032
"6710",4,4,0.6192,-0.756,360.0157
"6711",5,2,0.2662,-0.756,376.4628
"6712",2,4,-0.8224,-1.1108,413.2476
"6713",4,3,-1.087,-0.756,424.2808
"6714",4,2,-0.9279,-1.1042,444.9004
"6716",6,4,-0.2635,1.1246,331.4387
"6717",2,2,-0.7705,-0.756,387.0589
"6718",4,3,-0.7172,0.6942,363.2849
"6723",4,2,-1.6094,1.1246,415.7243
"6724",4,2,-0.4938,0.1329,335.7255
"6726",4,3,-0.6526,-0.756,308.4147
"6727",3,3,0.2456,-1.2684,333.6081
"6728",3,2,-0.1032,-0.756,475.5673
"6730",4,2,-0.422,-0.3481,376.843
"6731",7,3,-0.1696,0.4836,276.3081
"6732",4,3,0.0733,0.4836,327.5389
"6734",2,4,-0.3709,-0.0918,298.1757
"6735",4,1,-0.6284,-0.039,574.1168
"6736",4,3,-0.5623,-0.756,358.9353
"6738",4,3,-0.1598,-0.756,402.9228
"6739",2,3,-1.4876,-1.1042,374.1145
"6740",5,3,0.5146,-0.039,296.8476
"6741",3,4,-1.0898,1.1246,362.7251
"6742",4,3,0.0925,0.6342,414.4526
"6743",5,3,0.8269,0.1368,458.6367
"6745",2,3,-1.1453,-0.756,493.3993
"6746",4,3,-0.4512,-0.039,282.7489
"6747",4,3,-0.7831,-1.1042,357.4602
"6748",4,3,-0.0735,-0.756,309.2717
"6750",3,3,-0.3411,-0.756,407.4227
"6751",8,3,-0.6273,0.4417,308.9664
"6752",4,3,-0.3852,-0.756,386.3711
"6755",6,2,-0.9661,0.0877,328.1884
"6758",4,4,-0.735,0.6942,320.5976
"6759",6,2,0.2892,-0.756,341.6603
"6761",3,1,-4.6311,-1.306,424.1798
"6763",4,3,-0.6874,-0.039,325.1584
"6765",2,3,-0.3324,-0.756,346.1294
"6768",3,3,5e-04,-1.1042,359.1971
"6769",3,2,-0.2765,-0.756,456.4449
"6770",4,3,-0.0138,-0.756,313.9223
"6772",4,3,0.4566,-0.756,356.2855
"6773",5,3,0.458,0.2802,314.3559
"6774",6,4,-0.3813,1.1246,518.2466
"6777",4,3,-0.697,-0.039,344.7418
"6778",8,1,-1.0714,-0.756,386.6707
"6781",5,3,0.0157,-0.756,318.6366
"6782",4,3,0.1914,-0.756,484.645
"6784",6,3,0.5117,-0.756,366.3361
"6789",2,3,-1.0435,-0.756,370.9974
"6790",4,3,0.3643,0.6942,296.3618
"6791",5,3,0.5764,1.1246,391.0249
"6792",4,3,-0.0932,-0.756,382.8864
"6793",7,3,0.9607,0.1798,346.2399
"6794",4,3,-0.6319,-1.1042,318.6524
"6795",5,2,0.2276,0.4417,484.2022
"6796",6,2,0.8231,0.6942,393.2792
"6797",3,3,-0.703,-0.756,337.4719
"6799",2,2,-0.1009,0.4417,435.0187
"6800",6,3,-0.4173,-0.756,336.4253
"6801",6,2,0.7858,-0.756,424.8014
"6802",5,2,-1.3364,-1.15,446.8835
"6804",4,2,-0.4544,-1.3019,471.5118
"6805",6,2,0.2356,-0.756,371.7939
"6807",6,3,0.4597,-0.756,322.4834
"6808",4,3,-0.2746,0.6942,295.4489
"6810",2,3,-1.2992,-0.756,293.5851
"6811",2,3,-0.7252,1.1246,320.3676
"6812",4,2,0.25,-1.5326,412.4256
"6814",5,3,-0.1154,-0.756,407.5715
"6815",6,3,0.3654,1.1246,343.112
"6816",2,2,-0.0238,1.1246,306.9928
"6817",5,3,0.8169,-0.756,446.7066
"6818",4,1,1.2728,0.2852,488.3673
"6820",2,2,0.1903,0.4417,354.7391
"6821",6,2,-0.5664,-0.756,590.4309
"6824",4,3,-0.1772,1.1246,307.285
"6825",3,2,0.0136,1.1246,338.4326
"6827",2,3,-0.5222,-0.756,316.5176
"6829",3,1,1.555,0.6342,472.2264
"6831",4,3,-0.4259,1.1246,386.5252
"6832",5,2,-0.4713,-0.756,440.3103
"6833",4,2,-0.2345,0.2435,350.1319
"6836",4,3,-0.4312,-0.756,312.9645
"6837",3,2,-0.8188,0.1368,472.6866
"6839",6,3,-0.1083,-0.756,445.2508
"6840",4,1,-0.004,-0.756,389.9286
"6841",4,1,0.5089,-0.756,365.7626
"6842",3,4,-0.014,1.1246,398.639
"6844",3,1,-0.4617,-1.7615,404.0524
"6845",4,2,-0.2391,-0.756,406.3938
"6846",6,2,0.5498,-0.756,484.2557
"6849",2,2,0.3383,1.1246,487.0466
"6851",4,3,-0.0824,-1.1042,417.8589
"6852",6,2,0.1298,-0.756,447.8918
"6853",4,3,-0.1679,-0.756,372.312
"6854",5,4,0.2054,0.4417,294.1171
"6855",6,2,0.5741,-0.756,519.0199
"6858",3,4,-0.7656,-0.756,389.0284
"6861",6,1,0.2016,1.1246,379.4795
"6863",4,3,0.8549,1.1246,376.8426
"6865",8,1,-0.6958,-0.756,374.8596
"6866",4,2,0.1128,-1.15,404.8906
"6870",2,1,-1.3254,-1.1042,473.2384
"6875",7,3,0.7585,0.4836,320.4262
"6876",3,3,0.2297,-0.039,383.0752
"6879",4,3,-0.3073,0.4361,364.2901
"6881",2,3,-0.0533,-0.756,324.0792
"6884",2,3,-0.1181,1.1246,394.0466
"6885",6,1,-0.0138,-0.756,422.9975
"6886",4,3,0.167,-0.756,331.2846
"6887",6,2,-0.5903,0.6942,262.8941
"6890",4,3,0.4835,-0.756,264.4476
"6892",4,3,-0.4543,-0.756,377.1196
"6895",4,2,-0.3896,-0.756,478.9204
"6896",2,2,0.4296,-1.1042,318.4278
"6897",8,4,1.0632,0.1798,455.9675
"6900",4,3,0.6148,-0.756,392.2508
"6901",4,3,0.0426,-1.6613,330.3397
"6902",4,3,0.1063,1.1246,365.549
"6905",2,2,0.52,-0.756,349.181
"6906",4,3,-0.5647,-0.756,350.8301
"6907",6,3,0.0264,-0.756,460.7239
"6909",4,2,-0.4637,1.1246,422.4094
"6911",4,2,-1.8062,-1.1042,441.5081
"6912",2,4,-0.8649,0.0877,397.2315
"6913",4,3,-0.7874,-0.756,449.4405
"6915",2,3,0.6048,-0.756,265.4406
"6917",6,3,0.3575,-1.1042,371.0856
"6918",6,2,0.7543,-1.1042,306.4476
"6920",4,3,-0.0603,1.1246,387.8041
"6923",2,1,-1.0808,-0.756,470.0035
"6924",5,3,-2.2654,-0.0918,498.0656
"6925",3,3,-1.119,0.2852,339.7761
"6926",7,4,-0.0557,1.1246,533.7549
"6928",3,2,-0.4873,0.3308,410.3993
"6929",4,4,2.2013,0.1413,452.8813
"6930",3,2,-0.0505,-0.756,473.628
"6931",6,3,0.0821,0.2852,329.8165
"6933",2,2,-0.413,-0.756,464.9468
"6937",4,2,-0.2034,-0.756,401.2001
"6938",2,2,-1.0573,1.1246,539.0684
"6939",2,3,-0.0743,-1.1042,458.6202
"6940",6,3,-1.356,-0.0323,471.8478
"6942",4,3,-0.0742,-0.756,381.7701
"6945",4,2,1.5605,-0.756,412.2658
"6946",6,2,-0.65,1.1246,446.3504
"6949",4,2,-0.1769,-0.756,467.7594
"6950",4,3,-0.2491,-0.756,397.4019
"6952",4,2,-0.4885,-0.756,344.0409
"6953",3,2,-0.0216,-0.756,353.8284
"6954",2,4,-0.1627,0.4417,391.3949
"6955",4,3,-0.2117,-0.756,473.0516
"6956",5,2,0.6019,1.1246,502.9933
"6960",2,2,-2.0283,-0.756,488.2587
"6961",5,2,0.3958,0.1368,470.8173
"6962",4,3,-0.6341,-0.0918,324.76
"6963",3,1,-0.1279,-0.756,337.402
"6964",4,1,0.3518,-1.1042,507.1747
"6965",7,1,-0.3305,-1.1042,356.529
"6966",4,2,-0.7995,-0.756,349.5695
"6969",6,2,0.1482,-0.756,357.2229
"6970",2,3,-0.7881,-0.756,328.904
"6971",2,2,-0.6129,-1.3019,565.7359
"6972",4,4,0.1303,1.1246,324.0128
"6973",5,3,-0.8834,-0.756,456.3468
"6974",4,3,-0.7941,0.2852,318.2074
"6975",5,1,-0.4403,1.1246,362.9146
"6978",4,3,0.0056,1.1246,331.1185
"6979",6,3,-0.3972,0.4417,268.9443
