"","Kecemasan","GM","Emosi","Aman","MATHMEAN"
"6980",4,3,-0.7656,-0.756,419.8563
"6981",6,2,0.5376,1.1246,448.1316
"6983",4,1,-0.9353,0.4836,350.1571
"6984",4,1,-0.289,1.1246,308.635
"6985",3,3,-0.6576,-0.756,235.0008
"6986",6,2,-0.0259,-0.756,309.0015
"6988",4,4,-0.7397,-0.756,303.1053
"6989",4,3,-0.2359,-0.756,360.6214
"6991",4,3,-0.6385,-0.756,345.3503
"6993",4,2,0.8647,-0.756,362.5763
"6995",2,3,-0.2376,1.1246,295.722
"6996",4,2,-0.2851,-0.756,431.2613
"6997",2,3,2.2071,-0.756,312.0657
"6998",4,4,0.7656,0.6342,371.1192
"6999",8,3,0.629,-0.0509,439.7106
"7000",5,2,0.4163,-0.756,565.331
"7001",6,3,-0.2481,0.4836,396.6299
"7003",2,2,-0.6122,-0.9021,311.7605
"7004",3,2,-0.3215,-0.039,391.6656
"7006",4,3,0.3637,-1.4248,288.9274
"7007",8,3,0.5954,1.1246,316.0069
"7008",5,3,-0.6269,0.4836,381.4105
"7009",4,3,2.4433,0.6342,375.5145
"7010",4,2,-0.7836,-0.0918,431.6319
"7011",5,3,2.5238,0.3221,467.0171
"7014",3,2,0.8518,-0.756,365.7307
"7016",2,3,0.4432,-0.756,358.2213
"7017",2,3,-1.3956,-0.756,334.9753
"7020",2,2,-1.4023,-1.422,368.2156
"7023",4,3,0.0784,-0.756,407.6791
"7024",4,3,-0.9019,0.4836,349.9693
"7026",2,4,-1.4837,-0.3481,333.966
"7027",4,3,-0.6959,-0.756,298.8558
"7030",4,3,0.2842,1.1246,421.4757
"7031",4,2,0.3851,-0.756,448.8751
"7033",4,2,0.2206,1.1246,364.2395
"7034",5,3,-0.039,0.4417,356.2592
"7037",4,3,-0.9298,-0.756,337.0958
"7038",4,2,-0.7539,1.1246,399.3802
"7039",4,2,-0.4478,1.1246,298.7823
"7041",5,1,-0.0368,-1.1042,346.7325
"7042",4,3,-0.3408,-0.756,415.7667
"7043",5,3,0.6897,-0.756,513.1297
"7044",4,2,0.1203,-0.756,511.7059
"7047",4,3,-0.5308,-0.756,430.9315
"7048",3,2,-0.9494,-1.3894,449.4632
"7050",6,2,0.6541,-1.4461,393.8693
"7052",4,2,-0.0417,-0.756,389.755
"7054",4,3,-0.4321,-0.756,333.0055
"7056",4,3,-0.5089,-0.756,388.6609
"7057",4,3,-0.2752,-0.756,525.054
"7059",8,2,0.4394,0.3221,279.1884
"7060",5,3,1.4411,0.4836,353.6689
"7062",6,3,0.3527,-0.756,304.3417
"7064",2,2,-0.9809,1.1246,590.6896
"7066",5,2,0.4397,0.6942,400.9516
"7067",4,3,-1.996,1.1246,474.5181
"7068",3,2,-0.4994,-0.756,387.2668
"7069",2,1,-0.7609,0.6942,397.7539
"7071",4,2,-0.083,-0.756,438.5267
"7073",8,3,-0.2868,-1.5584,366.7014
"7074",4,2,-0.522,-0.756,383.6921
"7077",4,3,-0.4621,-0.756,344.1829
"7078",2,4,0.1163,1.1246,384.5638
"7081",7,3,-0.1174,-0.756,385.47
"7083",4,2,-0.405,1.1246,361.7111
"7084",2,3,-0.378,-1.1042,386.8567
"7085",8,1,2.9396,1.1246,315.7729
"7086",5,3,0.1649,-2.7886,290.7357
"7089",4,2,0.1077,-0.756,342.2504
"7092",4,3,1.9702,0.1368,390.462
"7093",5,2,0.4209,0.6942,358.9357
"7094",2,1,-2.8404,-0.756,437.8526
"7095",2,1,-0.1281,0.2852,436.2401
"7096",4,3,-0.5187,-0.756,348.694
"7100",5,3,0.8439,-0.756,352.621
"7101",4,3,0.1574,-0.756,448.3576
"7104",6,2,-0.6653,-0.756,349.6056
"7105",4,2,-0.0738,-0.756,445.4423
"7106",5,2,-0.3188,0.4836,316.5123
"7108",6,2,0.1364,-0.756,491.5891
"7109",4,3,0.2725,-0.756,337.3295
"7113",4,3,-0.5055,-0.1683,334.8363
"7116",4,3,-0.0028,1.1246,280.4956
"7117",2,1,0.7227,-0.756,318.6329
"7119",6,3,0.0605,-1.3934,347.2465
"7120",5,3,0.3977,-0.756,318.2733
"7121",4,2,0.1487,-1.15,373.383
"7125",2,2,-0.2353,-1.5326,345.0305
"7126",5,2,-0.0833,-0.756,406.6298
"7127",5,4,0.5896,-0.756,297.4443
"7129",4,2,0.8476,-0.756,368.5381
"7130",4,3,-0.8562,-0.756,475.8305
"7131",4,2,0.0262,0.4938,377.2227
"7133",5,2,0.3229,-1.1042,359.4325
"7136",3,3,0.0185,0.4417,344.9774
"7138",5,2,0.7373,-0.756,380.1349
"7139",5,2,0.1012,-1.15,348.0853
"7140",6,3,-0.5751,1.1246,350.2377
"7144",4,2,-0.1556,-0.756,494.2001
"7145",4,3,-0.7909,-1.15,479.0892
"7148",4,3,-0.6912,-0.756,394.2593
"7149",2,3,-1.3917,0.6942,452.7535
"7150",3,2,-0.2031,1.1246,344.9266
"7151",4,3,-0.0134,-0.756,447.2228
"7153",2,3,0.5324,-0.756,247.8142
"7154",6,3,0.7994,-0.756,367.9948
"7155",4,2,-1.5297,1.1246,512.7208
"7157",4,2,-0.5335,-0.0918,390.8193
"7160",4,3,-1.254,-0.039,370.4985
"7162",4,4,0.373,-0.756,370.2572
"7163",6,3,-0.1046,1.1246,292.8453
"7165",4,2,-0.9059,-0.3481,378.0263
"7166",2,4,-2.9199,0.1413,377.349
"7168",2,2,0.2214,-0.039,427.2791
"7170",4,3,0.4178,-0.756,439.3237
"7171",5,3,-0.0442,-1.15,413.2625
"7172",4,3,0.4435,-1.1042,318.533
"7174",2,3,0.2009,-0.756,430.8202
"7176",4,3,0.1355,-0.756,351.8621
"7180",6,2,0.0425,1.1246,523.8118
"7181",2,1,-0.3893,1.1246,340.6225
"7182",2,2,0.0888,1.1246,431.2128
"7183",4,3,-0.6577,-0.756,363.7158
"7184",4,3,-0.1852,-0.756,316.17
"7185",4,3,0.0496,1.1246,341.7641
"7186",5,2,0.4013,-1.1042,309.9799
"7188",4,3,-0.0685,-0.756,354.6078
"7189",6,1,0.5687,0.2852,252.6134
"7190",4,2,0.0187,-0.756,375.4072
"7191",4,1,-0.3143,-0.756,415.343
"7195",5,2,0.0476,1.1246,519.3898
"7196",4,2,0.0104,1.1246,328.9592
"7197",6,3,0.2458,-0.756,420.7631
"7199",6,2,0.0916,-0.756,331.3814
"7200",3,4,-0.3572,1.1246,381.2506
"7201",4,3,0.312,1.1246,391.3214
"7205",2,2,1.0716,-0.0974,431.0698
"7206",6,1,0.7841,-0.756,439.1893
"7207",4,3,-0.0062,-0.756,384.5202
"7209",4,2,0.2423,-0.756,350.2508
"7210",4,3,0.0555,-0.756,328.0506
"7215",5,1,-0.7904,0.1368,523.4546
"7216",2,3,-1.1669,-0.756,374.5908
"7218",6,4,0.9027,-0.756,362.131
"7219",3,2,-1.4263,-0.756,507.9063
"7220",2,3,0.6325,-0.1051,451.024
"7221",5,1,-0.7232,0.0877,312.1851
"7222",6,2,0.7313,-0.756,544.7874
"7223",4,3,-0.0837,0.6942,391.2051
"7225",5,3,0.4031,-0.3481,270.2248
"7227",2,2,-1.2833,-0.756,417.8718
"7228",4,3,-1.0279,-2.1927,399.7509
"7229",2,1,-0.8429,-0.0974,400.4468
"7230",6,3,0.301,-0.756,319.5965
"7233",4,2,0.4969,-0.756,430.5229
"7234",3,3,-0.0766,-0.3481,389.5532
"7236",4,2,-0.5633,-0.756,382.2578
"7238",4,4,0.4203,-0.756,325.3031
"7239",5,2,0.8678,0.2435,371.6729
"7243",4,2,0.0692,-0.756,323.7311
"7244",4,4,0.1997,1.1246,293.1828
"7246",2,1,0.6526,1.1246,318.7719
"7249",5,3,0.695,-0.756,350.4366
"7251",4,3,-0.1936,-0.756,428.9265
"7253",4,3,0.6459,-1.1042,421.9524
"7254",6,2,-0.4911,-0.756,361.7218
"7255",4,3,-0.9504,-0.756,284.4015
"7258",6,3,-0.1355,-0.756,323.3635
"7261",4,3,-0.1483,-0.756,384.5548
"7264",6,3,-0.0962,-0.756,430.2161
"7269",4,2,0.8323,-0.756,345.7155
"7270",4,3,-0.2502,-0.756,379.333
"7273",2,3,-0.4699,1.1246,301.2185
"7274",2,3,0.1112,0.4417,327.4066
"7275",2,2,0.1086,-1.1042,318.2821
"7279",4,3,-2.4841,-1.15,397.2075
"7283",3,4,-1.2265,-0.756,416.4006
"7284",4,2,-0.3592,-0.756,446.591
"7285",2,3,-1.5884,-0.756,367.4321
"7286",5,2,0.3021,-0.756,480.2128
"7287",2,2,0.1275,-0.756,400.5224
"7289",4,2,0.1013,-0.756,421.2768
"7290",6,3,0.4127,-0.756,365.7585
"7292",2,3,-0.7496,-1.1042,397.6798
"7293",5,4,-0.468,-1.1042,340.1772
"7294",4,2,0.5419,-0.756,376.2227
"7295",4,2,-0.0074,-0.756,341.5016
"7300",4,2,-0.6361,-0.756,371.0908
"7302",4,3,0.0559,-1.6365,291.452
"7304",4,2,0.3153,-0.756,362.9455
"7305",5,3,0.0804,-0.756,365.198
"7306",4,2,0.7441,0.4938,556.6473
"7307",4,3,-0.6738,-1.1042,345.9294
"7310",5,2,0.0272,-0.756,401.5129
"7314",4,3,0.9742,-0.756,365.1438
"7315",5,3,-0.9749,0.6342,342.8521
"7317",4,3,-0.7637,1.1246,386.936
"7318",3,4,-1.3105,0.6942,409.1142
"7320",4,2,0.2019,-1.15,355.336
"7322",5,2,-0.0326,1.1246,264.8482
"7323",2,2,-0.6766,1.1246,415.8932
"7325",4,2,0.3245,-0.756,390.5125
"7327",4,3,-0.5119,0.2852,292.3392
"7328",2,2,-0.8395,-0.0918,417.369
"7329",7,4,-1.2925,0.1024,438.0496
"7330",6,2,-0.1217,0.4417,398.1243
"7332",2,2,-0.5718,-0.756,339.6777
"7334",5,3,0.0727,-0.756,378.508
"7336",4,4,-0.7856,0.3221,340.015
"7337",6,3,-0.1317,-1.864,413.4036
"7338",4,3,-0.658,1.1246,376.4349
"7340",4,3,-0.6936,0.1368,345.4991
"7344",6,2,0.9716,-0.039,420.6074
"7345",4,3,-0.7606,0.1413,365.0189
"7346",4,4,-0.4444,-0.756,419.3854
"7347",2,2,-0.9252,1.1246,406.4649
"7348",5,3,-0.1156,-1.3019,308.9716
"7349",4,3,-1.0259,0.4417,468.5453
"7354",4,2,0.5032,-0.756,393.6803
"7355",8,3,-0.7496,1.1246,309.9915
"7358",5,3,-0.0986,-1.9315,322.0064
"7360",4,2,0.6385,-1.1042,361.4183
"7362",6,2,-0.7831,-1.15,388.3151
"7363",3,1,-0.9447,-1.3019,432.0097
"7364",4,3,0.1048,-1.306,324.1422
"7365",6,1,-0.4519,-0.756,294.3991
"7366",4,3,-0.1595,-0.756,301.1711
"7367",3,3,0.2022,-0.039,419.8201
"7368",4,2,-0.0363,-0.756,363.821
"7370",4,4,-0.6819,0.1798,334.2367
"7373",4,3,-0.2843,1.1246,365.4795
"7374",6,3,-0.5021,-0.756,385.5233
"7377",3,4,-1.3678,-1.1913,413.9332
"7379",2,3,-0.0936,-0.756,379.2422
"7380",6,3,0.1931,-0.756,349.7107
"7381",4,2,-0.2425,0.4014,284.8762
"7382",2,3,0.6584,0.1368,449.8512
"7383",3,3,-0.7425,-0.039,336.7317
"7384",6,4,3.1297,1.1246,257.4533
"7385",3,3,-0.008,1.1246,417.5529
"7386",2,2,-0.5736,-0.756,333.9876
"7387",5,3,-0.5308,-0.756,351.5273
"7388",3,3,-0.1355,-0.756,369.5213
"7389",5,3,1.8404,-0.039,373.4912
"7394",5,2,0.6721,-1.1042,418.9746
"7395",4,3,-0.7048,0.1368,481.4323
"7398",4,2,-0.2403,-0.756,426.5655
"7399",6,3,-0.8504,-0.756,385.0054
"7401",4,4,3.0452,-0.947,321.5274
"7403",5,2,-9.0904,-1.219,324.4865
"7406",4,2,0.523,-0.756,307.1473
"7407",6,4,0.8194,1.1246,281.8775
"7408",3,3,-0.4733,-0.756,366.4605
"7409",3,3,0.012,-0.756,394.2459
"7410",4,3,-0.2959,1.1246,374.9016
"7412",4,2,0.9163,-1.3825,346.2297
"7414",3,2,-0.2278,-0.756,498.3398
"7415",4,2,-0.9191,-0.756,410.7949
"7416",5,1,-0.5913,-0.756,527.333
"7417",4,2,-0.5145,0.4417,416.9587
"7418",4,3,-0.6615,-0.756,349.3579
"7419",2,1,0.6606,-0.756,402.3738
"7421",4,4,-0.8821,-1.1042,461.9556
"7427",2,4,-0.164,1.1246,381.9173
"7429",2,3,-0.0996,-0.756,319.6904
"7431",5,2,0.2654,0.2485,372.8982
"7432",2,2,-1.291,-0.756,489.5971
"7433",2,3,-1.5251,-0.756,297.5046
"7435",4,3,-0.0625,1.1246,343.2721
"7438",5,2,-0.1904,0.4417,313.6828
"7439",4,3,-0.4587,0.2852,383.8645
"7440",6,3,0.0192,-0.039,423.8138
"7441",5,3,0.6006,0.1368,283.2864
"7442",2,3,-1.2751,1.1246,432.5956
"7443",4,3,-0.1005,-1.1042,339.9731
"7444",4,3,-1.0917,-0.756,446.3606
"7445",5,2,0.7918,-0.756,422.6355
"7446",2,4,-0.6464,-1.3449,360.4993
"7447",2,1,2.7107,1.1246,260.4317
"7454",5,3,-0.0149,-1.1042,455.8617
"7455",2,3,-1.949,-0.039,483.9723
"7456",4,3,-0.2998,-0.756,346.0554
"7459",4,3,0.088,1.1246,430.0431
"7461",2,3,-0.7915,-0.756,327.304
"7462",4,3,-1.2945,-0.756,365.0156
"7465",2,1,-1.0144,-1.1042,492.551
"7468",4,1,0.6518,-0.756,414.9752
"7469",6,2,1.0473,1.1246,363.4955
"7471",4,2,-0.5297,1.1246,387.7843
"7472",4,3,0.0709,-1.2684,280.9499
"7473",6,3,0.0196,-0.1051,393.0747
"7476",4,2,0.8328,0.4417,545.0673
"7477",4,3,-0.6873,1.1246,379.9801
"7479",3,2,0.8502,-0.756,501.2823
"7480",6,3,-1.2503,1.1246,358.4231
"7481",4,4,-0.2996,-2.0413,355.6572
"7482",4,4,-0.0581,0.4938,391.6972
"7484",4,3,0.2299,-0.756,317.509
"7486",5,4,0.1546,0.4836,379.1952
"7489",4,3,-0.4915,-0.756,373.0198
"7490",4,3,0.1665,0.4417,341.7787
"7495",2,3,-0.3589,-0.756,342.1811
"7498",4,3,0.0698,0.1368,359.846
"7500",2,2,-0.3793,0.6942,413.1441
"7501",4,3,0.8505,-0.756,419.4251
"7505",3,2,-0.3217,-0.756,540.1625
"7506",2,3,-0.0393,-0.756,412.8599
"7510",5,1,-0.0753,0.0936,266.4403
"7511",4,3,0.7373,-0.756,348.2199
"7513",6,3,-0.286,-0.756,416.8874
"7514",4,3,1.7436,1.1246,324.5174
"7515",4,3,-1.1282,-0.756,391.0769
"7516",4,3,0.3802,-0.756,392.1539
"7517",6,2,0.5671,-1.7615,296.8183
"7519",3,3,6.0904,1.1246,345.103
"7520",8,3,-0.4984,-0.756,297.4993
"7526",2,3,-0.0484,0.6342,321.2525
"7527",4,1,0.1358,0.3819,390.428
"7531",6,3,-0.161,-0.756,301.7278
"7532",4,3,0.7247,-0.756,482.1835
"7533",4,3,-0.6731,-0.756,337.9294
"7534",4,3,-1.0797,0.4417,453.0079
"7535",4,2,-1.0105,-0.039,404.5115
"7538",4,3,-0.6688,-0.756,334.4521
"7539",4,2,0.4327,-0.756,355.8102
"7543",3,2,-1.1,-1.3019,416.7501
"7546",4,2,-0.5475,1.1246,337.0664
"7547",5,3,-0.2305,-0.3481,337.9856
"7548",5,3,0.7908,0.0148,246.9201
"7549",8,3,0.7815,-0.756,328.6665
"7550",4,2,0.0663,1.1246,394.1032
"7551",3,2,-0.5452,0.3308,398.5137
"7553",2,3,-0.3589,-0.756,401.9788
"7554",4,4,0.4788,0.6942,297.939
"7555",6,3,0.6098,-0.756,331.2514
"7558",4,2,-0.8415,-0.756,334.5086
"7560",6,3,-0.499,0.4417,336.2398
"7561",4,3,-0.1474,0.3221,313.1511
"7564",4,2,-0.0775,-1.1042,378.4662
"7565",4,3,-0.4645,1.1246,399.7778
"7570",4,2,-0.2756,-0.756,355.4931
"7573",4,3,0.4653,0.6942,394.1506
"7575",6,3,-0.5897,-0.756,378.9823
"7576",4,3,-0.2462,1.1246,322.8413
"7577",2,2,0.3448,-0.0918,408.5915
"7579",5,2,-0.1852,-0.756,490.4383
"7585",4,2,-0.2764,-1.1042,478.284
"7587",3,4,-0.8343,1.1246,328.107
"7590",4,3,-0.8044,-0.039,436.5336
"7591",4,2,0.2269,0.3308,326.5429
"7592",6,1,-0.7956,1.1246,481.275
"7593",4,3,0.615,-0.756,346.1493
"7595",3,2,0.1371,1.1246,420.0251
"7596",4,3,0.0343,1.1246,420.9083
"7597",6,2,-0.1133,-0.756,410.9004
"7598",2,1,-0.7724,1.1246,328.6257
"7599",4,2,0.1356,-1.5326,442.5238
"7601",3,3,0.4769,1.1246,318.0583
"7604",5,2,-0.3153,-0.756,509.6365
"7605",5,3,-0.5049,1.1246,386.9859
"7607",5,2,-0.3679,-0.756,408.1697
"7608",4,3,-0.7834,-0.756,346.3466
"7610",6,3,0.2894,-0.756,326.14
"7611",4,3,0.1323,-0.756,341.1425
"7612",3,2,-1.2625,-1.1042,388.3687
"7614",4,3,1.7635,1.1246,311.2215
"7615",4,3,-0.0062,-0.756,352.6388
"7616",6,2,-0.3729,1.1246,299.7092
"7617",4,3,-0.3802,0.4417,464.4499
"7618",4,3,-0.6715,-0.756,439.2594
"7624",4,3,-0.4984,-1.5326,358.9537
"7625",3,2,0.2786,-0.756,358.6947
"7628",5,2,0.1872,-0.756,459.9307
"7629",5,2,-0.1621,0.6942,509.4373
"7630",2,3,-1.5889,0.6942,384.7121
"7633",8,2,-0.0718,-0.756,397.6129
"7635",4,2,-0.1139,-0.756,364.1566
"7636",4,3,-0.5197,0.4417,380.9211
"7637",3,3,-0.3952,-1.1042,335.7518
"7641",4,2,-0.4514,-0.0918,360.5959
"7642",4,2,1.5546,1.1246,473.4578
"7643",4,1,-0.8757,1.1246,443.8696
"7644",4,2,-0.1102,1.1246,333.0678
"7645",3,3,-0.701,-0.756,374.1427
"7649",6,2,-0.5244,-0.756,551.9377
"7650",6,3,-0.4031,-0.756,359.2586
"7651",4,3,-0.5328,-0.756,360.096
"7652",3,3,-1.4868,0.1368,447.8746
"7653",4,3,-0.4804,-0.756,435.8554
"7654",3,4,0.4979,-1.1042,445.834
"7655",5,2,0.424,-1.1042,352.1347
"7656",4,2,0.2785,-0.756,419.8527
"7657",2,1,-1.73,-0.2986,317.1674
"7658",4,3,-0.4911,-1.3337,329.5812
"7659",5,3,0.1276,1.1246,397.1838
"7660",4,3,0.4591,1.1246,396.3251
"7661",2,4,-2.3917,-0.756,312.3909
"7663",4,3,-1.2133,-0.756,300.9552
"7664",4,3,-0.5949,-0.756,337.1111
"7665",4,3,-1.0756,-0.756,345.2747
"7666",2,4,-0.6042,-0.756,364.4715
"7667",4,4,-0.4621,-1.7372,391.2227
"7670",4,3,-0.6295,0.4836,352.669
"7671",4,3,-0.3415,1.1246,425.3968
"7672",4,3,0.5501,-0.756,386.0772
"7673",3,2,-0.6273,-0.756,470.1711
"7676",4,2,0.0702,-0.1051,330.0569
"7677",5,3,-0.4146,-0.756,381.7621
"7678",4,3,-0.8346,-0.756,464.0337
"7681",4,2,0.1852,-1.8609,309.9993
"7682",4,1,0.0141,-0.756,502.8674
"7684",5,2,0.1859,-0.756,469.1367
"7686",4,2,-1.5084,-0.756,349.7547
"7687",6,3,-0.5751,-1.16,319.5569
"7690",4,3,0.1015,-0.756,300.7201
"7691",6,3,0.0777,0.1329,335.2026
"7695",4,4,-0.8179,-0.756,306.1809
"7697",3,3,-1.3792,-0.039,438.761
"7700",4,3,-0.8504,-0.756,486.8685
"7701",4,3,-0.0746,-0.756,366.8016
"7706",4,2,0.2634,-0.756,405.2363
"7707",6,3,0.4967,-0.756,354.4421
"7712",4,3,-0.4781,-0.756,401.2841
"7713",2,3,0.0188,1.1246,399.449
"7714",4,2,0.7694,-0.756,346.2303
"7716",4,3,-0.5041,-1.1042,352.9344
"7717",4,3,-0.4335,-0.0918,372.0599
"7718",5,1,-0.1343,0.1413,325.3289
"7719",4,3,-0.5313,0.4417,371.6266
"7720",2,1,0.8437,-0.756,328.188
"7721",2,2,0.2624,-0.756,363.52
"7723",3,2,0.2101,-0.756,429.9898
"7726",4,3,0.721,-0.756,425.0657
"7727",4,3,-0.1296,0.0936,423.1962
"7728",4,3,-0.3592,-0.3481,406.845
"7729",2,3,0.4262,-1.3019,436.8545
"7733",3,3,-1.3838,0.4836,330.0921
"7737",4,3,-0.557,-0.9021,303.4422
"7742",2,3,2.1522,-0.756,321.6098
"7743",4,3,-0.2657,-0.756,410.2358
"7744",4,2,0.0817,-1.15,294.0721
"7745",5,2,0.8158,1.1246,482.0984
"7746",6,2,-0.2043,-0.1051,607.1695
"7747",2,2,0.0383,-1.5326,320.1916
"7748",3,3,-0.2405,-1.1042,354.6131
"7751",4,3,-0.4669,-0.756,327.5111
"7752",6,2,0.3184,-0.756,386.5313
"7755",2,3,-0.6361,-2.7886,336.1646
"7757",5,1,-0.372,1.1246,463.6427
"7758",4,3,-0.0962,1.1246,339.3513
"7761",4,2,-0.6473,-0.756,448.6647
"7764",4,3,-0.0619,-0.756,453.1852
"7766",6,3,1.1281,-1.1042,381.1167
"7769",5,3,-1.7772,-0.756,430.8623
"7771",5,1,0.255,1.1246,453.1499
"7772",4,2,-0.3995,-0.756,300.8152
"7774",7,1,0.8427,1.1246,484.5398
"7775",3,3,-0.4434,-1.1042,459.7025
"7778",4,2,-0.7649,-0.756,377.2798
"7779",8,4,-0.1946,-1.1042,334.895
"7780",2,3,0.2075,0.0877,412.448
"7782",4,3,-0.1528,-1.1042,455.1966
"7783",4,3,0.1023,-0.039,347.0091
"7785",4,2,-0.7263,-0.756,372.2983
"7788",4,2,-0.1643,0.1413,349.8667
"7789",4,3,0.0891,-0.756,355.9289
"7790",4,2,0.5234,-0.756,293.442
"7792",6,3,-0.6665,-0.756,339.7269
"7793",5,3,-0.654,-0.756,344.2951
"7794",3,3,-0.6828,-0.756,358.8457
"7796",7,3,0.5765,-0.756,491.5998
"7797",5,3,0.4757,0.6942,300.0105
"7801",4,3,0.1825,1.1246,334.2146
"7802",6,3,2.8399,-0.756,316.0415
"7803",5,2,0.2053,-0.756,439.4169
"7804",2,3,0.4011,1.1246,441.5289
"7805",4,3,0.0236,-0.756,317.3404
"7807",6,3,0.9237,-0.756,333.8605
"7811",4,3,0.1021,-1.1042,464.7449
"7813",4,3,-0.3863,-1.1042,317.4526
"7815",4,3,-0.6295,-0.9021,328.3839
"7816",2,4,-0.9866,-0.0918,436.7423
"7819",4,3,-0.6564,-1.1042,333.1983
"7820",6,3,0.836,-0.0323,388.8809
"7822",3,4,0.337,-0.756,476.1218
"7823",3,3,0.0052,-0.756,364.3438
"7824",5,2,-0.0077,-1.2684,328.5465
"7825",8,3,-2.6755,-0.756,338.6806
"7829",4,1,0.2946,-0.756,414.8291
"7830",4,3,-0.515,-0.756,395.1954
"7832",2,4,-2.0349,0.6342,370.4434
"7834",4,2,-0.9429,-1.5326,559.3134
"7837",4,3,-0.0671,1.1246,311.8187
"7838",4,2,0.6555,-0.756,448.7387
"7839",4,2,-0.5462,1.1246,439.5275
"7840",4,3,-0.4646,-1.1042,343.2164
"7842",2,4,-1.6755,0.4417,419.3366
"7843",7,3,-0.6674,-1.6365,304.7097
"7845",4,2,0.282,-0.756,491.3444
"7846",3,3,-0.8242,-1.1108,298.9418
"7848",2,3,-2.3933,1.1246,345.3468
"7849",4,2,-1.0387,-0.756,443.4169
"7851",6,3,-0.0608,-1.1042,345.777
"7853",4,4,-0.348,0.6942,336.1668
"7854",2,3,-1.7401,-0.756,423.5172
"7855",4,3,-0.15,-0.756,420.9734
"7858",5,3,-0.3551,-0.756,338.2656
"7859",5,3,0.5538,-1.1042,365.0346
"7860",5,3,-0.7586,1.1246,272.5521
"7862",4,3,-0.6274,-0.756,345.7963
"7863",6,3,-0.1434,0.4417,325.1917
"7865",3,3,0.054,-0.756,357.2093
"7866",4,3,-0.3078,-0.756,363.58
"7867",2,3,-0.1801,-1.1042,447.0322
"7868",4,2,-0.7357,-1.1042,498.1912
"7869",5,1,-2.6841,0.1368,400.9852
"7871",6,3,-2.0111,-1.15,349.4108
"7873",3,3,-1.1669,-0.756,413.6546
"7874",3,4,0.5053,-0.756,365.2478
"7877",2,1,0.0624,1.1246,476.8498
"7878",6,3,-0.6772,-0.756,274.9634
"7880",5,2,0.0147,-0.756,470.4469
"7882",4,3,0.4908,0.4836,384.1827
"7883",4,3,-0.2932,-0.756,381.3313
"7885",2,2,-0.7014,-0.756,471.8358
"7887",4,3,-0.5834,-0.756,480.7638
"7888",3,4,-1.5275,0.3221,408.0448
"7889",4,3,-0.6077,-0.039,421.3856
"7890",2,4,0.0379,0.4836,278.7782
"7892",5,2,0.2668,0.4417,460.5883
"7893",4,3,0.1238,1.1246,341.1993
"7895",3,2,0.1048,-0.756,401.8432
"7896",4,2,-0.6576,1.1246,372.6013
"7897",2,4,-0.5636,0.4417,465.5987
"7899",4,3,-0.1494,0.6942,337.2549
"7900",5,2,0.2735,-1.3019,384.9388
"7902",4,3,0.0886,-0.756,363.8519
"7906",4,3,-1.4154,1.1246,353.0386
"7908",2,2,-0.6391,-0.756,401.6856
"7909",4,2,-0.3871,-0.756,441.7304
"7910",6,1,-0.8394,1.1246,440.2768
"7912",4,2,0.8641,-0.756,431.5168
"7915",3,3,-1.704,0.1368,383.6247
"7916",5,3,0.0913,-1.1042,353.1352
"7917",4,2,-0.1208,-0.756,418.5266
"7918",4,3,-0.2067,1.1246,340.5596
"7919",4,4,0.4023,-0.039,462.1477
"7921",3,3,0.7968,-0.756,434.4017
"7925",4,3,-0.4261,-0.756,324.5532
"7926",6,3,-0.6873,1.1246,301.2801
"7933",8,4,0.8926,1.1246,358.0672
"7934",4,3,-0.7658,-0.756,271.7216
"7935",6,2,0.8901,-1.1042,381.1059
"7937",5,3,-0.77,-0.756,330.0973
"7938",5,2,0.8518,-0.756,414.926
"7941",4,3,-0.2825,-0.756,479.5179
"7945",4,2,-2.0136,1.1246,384.2185
"7947",4,3,-1.4123,1.1246,370.7091
"7948",4,2,0.6518,-1.3019,423.274
"7951",2,3,-0.5971,1.1246,310.0868
"7952",5,4,2.4357,1.1246,329.1349
"7954",4,3,0.8004,-0.756,348.3014
"7957",4,3,-0.011,0.6942,310.9632
"7958",4,3,-0.0658,-0.756,346.3625
"7960",4,2,-0.2938,1.1246,344.2034
"7962",4,2,-0.3073,-0.756,326.3401
"7963",2,2,-0.6862,-1.1042,474.0103
"7970",4,2,0.1292,1.1246,504.1612
"7971",4,3,0.5581,-0.756,422.3652
"7974",4,2,1.1338,1.1246,397.7025
"7975",6,2,0.4121,-0.756,386.6582
"7977",4,3,0.6026,-0.756,346.0418
"7979",6,3,0.8042,0.2802,318.4511
"7981",2,3,0.1542,-0.756,286.3224
"7982",3,3,-0.0028,-1.3019,399.47
"7983",4,2,0.2093,-0.756,337.4049
"7984",5,3,-0.1587,-0.756,471.2559
"7985",7,1,0.6643,1.1246,449.8571
"7987",3,2,-0.0421,-1.1042,309.1103
"7988",3,3,-1.6912,0.6942,430.6578
"7989",4,2,0.0934,-0.0918,393.094
"7991",3,3,0.1226,0.4014,374.2536
"7992",2,4,-3.8852,-1.2649,373.4753
"7993",5,2,-0.2013,-0.756,355.8672
"7994",4,2,-0.2588,-0.756,457.3004
"7996",4,3,0.5631,-0.756,379.5323
"7997",6,3,-0.1492,1.1246,317.0313
"8001",2,4,-0.4603,-1.1042,443.3348
"8004",4,2,-0.697,-0.756,390.7653
"8005",6,3,-0.5883,1.1246,366.2083
"8006",4,2,0.3023,-1.9603,335.2631
